"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"A2ML4",175.059842603794,1.43738377354087,0.378498120169353,3.79759818330865,0.000146104911818056,0.00547334442742154
"AAAS",63.0478343656806,1.07488298762628,0.280511036677416,3.83187414070408,0.000127170795955348,0.00498776508556361
"ABHD8",6.68693242979278,1.68094488506251,0.570595002408632,2.94595094237908,0.00321963459513115,0.0416106924301079
"ACTG2",69.9270635047875,-1.41782636607815,0.492686518528482,-2.87774540759265,0.00400528240844983,0.0469556948906625
"ADCY9",16.1527965379364,1.29001881335576,0.321746610100795,4.00942472385843,6.08668522921566e-05,0.00297051804251304
"ADCYAP1",13.2468078736623,1.16992730492347,0.408311523638134,2.8652811326489,0.00416639172924873,0.0480373072016728
"ADCYAP1R1",15.1843440655032,1.25725155108847,0.393770763341863,3.19285144589812,0.00140875399732671,0.0248465705019187
"ADGRA2",3.83525368816841,2.26097492866203,0.665496827370343,3.39742405323868,0.000680234667310292,0.0154775189206275
"ADGRB3",8.32153446233205,1.76543973479284,0.547228288750011,3.2261485217175,0.00125468230452911,0.022892737880143
"AGBL1",28.6577829911071,1.72858762061906,0.533448396850744,3.24040269091429,0.00119361004001022,0.0224557883027363
"AGMO",5.8328337740429,2.19771814563927,0.537259341982768,4.0906094578617,4.30241096784543e-05,0.00230452208570088
"ALKBH4",15.9002033629455,1.63138116425389,0.503232117903928,3.24180652667591,0.00118774626565545,0.022444557106631
"AMDHD1",13.2990730096129,1.4321591574485,0.429342942541406,3.33569977643311,0.000850849956119599,0.018193324814738
"AMFR",38.7368099363094,1.12570323664209,0.389589189761187,2.88946219819941,0.00385901401710017,0.0459650008513324
"AMH",27.3549874727599,3.36771054465694,0.800553632751803,4.20672695354696,2.5909587169203e-05,0.00167284826720236
"ANKHD1",6.23934683635163,1.79597614584058,0.444699478207901,4.03862885802835,5.37645555278452e-05,0.00271654505118984
"ANKRD13C",56.1194666755407,-1.02093108172806,0.288379940731007,-3.54022918216894,0.00039977970196575,0.0108982902452342
"ANKS1B",5.15834771130438,2.25143887918261,0.694909257765702,3.23990341763688,0.00119570192681143,0.0224557883027363
"ANO2",2.26070156177337,4.00571164620173,1.22192525003063,3.27819696507731,0.00104472469975943,0.0206116234209535
"APOB",370.859438993776,1.2124125797565,0.396801102902977,3.0554667587528,0.00224710510653059,0.0335482631992864
"ARHGAP19",5.59656489123213,-1.36992090870185,0.452405773652597,-3.02808007431357,0.00246112863764336,0.0354938455897523
"ARHGAP35",17.1114772597231,1.21640101661357,0.380276268508823,3.19872975871842,0.00138034493502109,0.0245322317700012
"ARHGAP39",4.03042519319122,2.59267881880727,0.810994702444462,3.19691215120462,0.00138907224205645,0.0246217823879119
"ARHGEF16",24.8815161951272,1.69961500724428,0.430045939937703,3.9521708017764,7.74454293161433e-05,0.00351300385121598
"ARL8BL",16.3323510724799,1.74517746315454,0.379813127205654,4.59483187428009,4.33098320285473e-06,0.000509326730688025
"ARNT2",10.1068773886268,1.21813723951505,0.427215288568682,2.85134280562905,0.00435350060928934,0.0495757668002019
"ARRDC3",37.9684395833287,1.35397270958361,0.431049503279885,3.1411072261565,0.00168310398617449,0.0278841428187927
"ASAP3",21.803807638544,-1.06946165330043,0.355528112548369,-3.00809307493209,0.00262892609430229,0.0371397937183123
"ASB18",4.36148585447479,1.50972650546252,0.523495571565667,2.88393367100937,0.00392741466052784,0.0463955271618066
"ASPDH",91.0588249499096,1.32167776020213,0.375632113354998,3.51854304574075,0.000433923413194961,0.0113976758672299
"ASPG",19.2466007418384,1.33539171321241,0.391032656219085,3.41503885154858,0.000637729145154943,0.0148922342153123
"ATG13",11.60145343117,1.21789262588023,0.40610936439043,2.99892770930876,0.00270931582474959,0.0377867053829025
"ATP11B",17.3429569367564,1.85891765386335,0.562017503844116,3.3075796414678,0.00094105949300756,0.0193080385574008
"ATP11C",17.8808566203403,1.79609287255296,0.418442498796637,4.29232900032426,1.76808706294557e-05,0.00132765101554015
"ATP13A3",5.41097830060444,3.42155333804878,0.665527957993474,5.14111134919794,2.73118123921056e-07,0.000107714753428643
"ATP1A1",2755.8938359606,1.03752465145744,0.243178846415792,4.26650864887918,1.98555800759689e-05,0.0014237854844374
"ATP5B",35.8770073118812,1.15342625886582,0.317907564296535,3.62818123380649,0.000285424877944968,0.0086776497153376
"ATP6V0A2",14.5206444117415,1.44761538084964,0.398466907952181,3.63296261737088,0.000280185623381258,0.008573438536136
"ATXN1",14.5390262348501,2.57617606486761,0.50643839897851,5.08684979271671,3.64059941488072e-07,0.000132536488442247
"AVP",33.577819823683,1.19893614768316,0.349555211781507,3.42989063608232,0.000603824570447356,0.0144571690576923
"AvBD12",1.25873895392293,2.647908638046,0.910439655605951,2.90838456095551,0.00363301278856079,0.0444231571293321
"B3GALT1",8.49572042474458,1.26176008950849,0.428626100623039,2.94373134924456,0.00324281354933412,0.0416288126342187
"B4GALT2",3.22817546761197,2.31870229036804,0.779297632645782,2.97537448239878,0.00292631076888176,0.0396382451412425
"BAMBI",5.57396384273842,2.03275561818003,0.492924673261014,4.12386664423195,3.72564650298898e-05,0.0020907798043256
"BICD2",430.860812899936,2.05444756704718,0.39226461289213,5.23740225227029,1.62852499800666e-07,7.90951643840677e-05
"BMP3",5.29832391719299,1.48006135608615,0.488859909227106,3.02757769281214,0.00246522334255171,0.0354982160421391
"BNIP1",33.8545996696155,-1.0355349757037,0.275732365788901,-3.75558006308373,0.000172940463063129,0.00614337142050268
"BRF1",25.3279241924593,1.50263908061485,0.394493885298289,3.80903009302327,0.000139512979180211,0.00532474537204473
"BTBD1",40.4533259463923,1.09640822867629,0.339171677658381,3.23260549420228,0.00122666834533653,0.022647902688021
"BTBD6",81.3859791586912,1.03201902863679,0.347935584608795,2.96612095539798,0.00301581855498425,0.0401591798765586
"C10orf88",26.5874465669639,1.18616753288854,0.33801205911748,3.50924619667571,0.000449378722977838,0.0116641299978781
"C1QBP",24.1708284970958,2.13662942609419,0.437088160192733,4.88832601906225,1.01697016140973e-06,0.000223545700016083
"C2orf88",8.30473547188281,1.61679584702611,0.529285477747659,3.05467637976066,0.00225303490534057,0.0336014596491863
"C3",157.089568197056,1.44724332826754,0.470535477491366,3.07573689444936,0.00209983047785922,0.0323706765739905
"CA10",16.4812580737765,1.30342105802955,0.436328995114475,2.98724373723453,0.00281505189818508,0.038579253716633
"CACUL1",87.2340901406804,1.04414604325936,0.304734440886939,3.42641297852761,0.000611609703439861,0.0144905638975137
"CALN1",2.41440033430677,3.34824091120395,0.942527699089498,3.55240584912086,0.000381725597414922,0.0105854297501896
"CAMKMT",1.42061034806993,2.93446168573899,0.863288802399695,3.39916569933727,0.000675917532576555,0.0154535863567181
"CARMIL3",7.17920685099638,1.93478596138638,0.442273989268813,4.37463203428502,1.21637482596974e-05,0.00104667210782536
"CCDC85C",1.57429108959825,3.74085202815796,1.14733294743853,3.26047642622796,0.00111225212571674,0.021427076907634
"CCN3",4.01832478310022,2.59698987529432,0.789188590280073,3.29070884612344,0.00099935288918409,0.0200690414719034
"CCNL1",28.8137121026363,1.03957659040265,0.313695875826328,3.31396320612833,0.000919836104719078,0.0191212782061515
"CCNYL1",9.68047404308592,1.82215669695138,0.422894399803614,4.30877471491126,1.64161479657551e-05,0.00128063993855929
"CD164L2",359.911721482703,-1.12643840980302,0.307050625579284,-3.66857552456658,0.000243905645834742,0.00785254503301967
"CD180",2.5426200860194,3.89334910734387,1.09321714315363,3.56136850919903,0.00036892685665577,0.0103314073191294
"CD24",206.961151220833,1.03850261475166,0.341711483299124,3.03912120460579,0.00237269374647078,0.0345512880127099
"CD69L",10.0035572644848,1.13341976698264,0.370382377806455,3.06013416106669,0.00221237863214703,0.0332933477200189
"CDCP1",3.20632398675804,2.56419993115121,0.880117344602408,2.91347505747609,0.0035743038968506,0.0440832587500513
"CDH19",6.08996706641938,1.73031412708414,0.492061145195262,3.51646161047222,0.000437339898567755,0.0114352704969889
"CDH2",38.2012870256566,1.39623630251901,0.39874319968745,3.50159276349649,0.000462485939248438,0.0118740965017167
"CDHR2",3.47501039120096,1.90233879468127,0.622911022310031,3.05394948322884,0.00225850108105751,0.0336255401937034
"CDK8",14.7854779351944,-1.00335223317232,0.342037430621623,-2.93345740362046,0.00335209647761754,0.0423425852217204
"CDKL2",10.8504250948897,1.09220126561002,0.371260316307781,2.94187452209292,0.00326232086712241,0.0417178188180073
"CDON",11.7589100819197,-1.38132328895648,0.473934561633929,-2.9145865289804,0.0035616006019989,0.044010100389191
"CDS1",1.94133858884244,3.00033287606648,0.918501616477549,3.26655154682552,0.00108865986229565,0.0211941325700982
"CEBPA",22.5414874279378,1.56564201870711,0.379079993148649,4.13010986336379,3.62589919560835e-05,0.00205922067116989
"CEL",9.77286023224185,-3.00321537419963,0.813206659751271,-3.69305309811186,0.000221577735089428,0.0073332416848478
