"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"A1CF",347.015255351977,0.113917669230703,0.379936577781557,0.299833382444687,0.764304250608795,0.867017074801281
"A2M",4390.54826378184,0.218780654204259,0.225046484968827,0.972157615501369,0.330972142706472,0.529158846195937
"A2ML1",1.13839224346715,3.73655429437779,1.42554553648931,2.62113990660712,0.00876362890935105,0.0466601795821519
"A2ML2",1294.09167720207,0.0510902178038305,0.227521252219452,0.224551409178041,0.822328269314134,0.904376784363914
"A2ML3",1.14551358488291,0.210963265187531,0.980744018681329,0.215105329391847,0.829685198909808,0.908853633920286
"A2ML4",9116.28762802448,0.389394313917055,0.240452101414868,1.61942570526846,0.105355699792666,0.251067765869693
"A4GALT",5.47014060343736,0.382551908991959,0.422805790890143,0.904793447096745,0.365574823878366,0.56196387027826
"AAAS",88.6838097145521,0.941450690889064,0.293465459308374,3.2080459932417,0.00133640124669971,0.0127448271871782
"AACS",56.0473871269597,-0.207530699516699,0.19155113774595,-1.08342190998595,0.27862119494242,0.475850715632659
"AADAC",1883.94346095256,0.165241831406541,0.255378828009778,0.647045930527233,0.517602217559505,0.692933546872294
"AADACL4A",6.71081804781634,-0.528094301664935,0.460710136251901,-1.14626152131411,0.251686959069933,0.445889859586857
"AADACL4B",2.00886284554125,0.898868256437685,1.06649116202424,0.842827665567899,0.399324832953909,0.594221290751508
"AADAT",54.432610122981,0.190034325860833,0.265379573119029,0.71608497830991,0.473938878667913,0.657509300772365
"AAED1",35.2199198348621,-0.242134451014537,0.239725845333389,-1.01004733418626,0.312472612672041,0.511054022341152
"AAGAB",65.8120505310719,0.0507441224067454,0.159903819261972,0.317341528432231,0.750984469387269,0.857792653289011
"AAK1",11.0584352921769,0.689419354996857,0.334543894000555,2.06077398918455,0.0393246070744674,0.129979704087293
"AAMDC",71.5336296224231,0.148508935738329,0.184281727900776,0.805879874418648,0.420312116665382,0.61268496469546
"AAMP",708.601835416871,0.648256354529776,0.230644705454929,2.81062751148413,0.00494449921478451,0.0313770452883134
"AAR2",7.96640881444251,-0.280214681989609,0.46872289343769,-0.597825892254737,0.549956112189285,0.716582355877267
"AARS1",749.416064963425,0.183009091564435,0.199978383066144,0.91514437089885,0.360115843960941,0.556679075456288
"AARS2",16.1224331265096,0.15658009437011,0.297013172718768,0.527182323049256,0.5980669829433,0.752507182419999
"AARSD1",98.4635372718329,-0.348538299923771,0.277187462235164,-1.25741004702468,0.208605192995754,0.398513085729439
"AASDH",44.6586433757223,0.175839790473343,0.201162483260137,0.874118213414342,0.382053879680428,0.577217080236292
"AASDHPPT",27.0259252785692,0.205112575717248,0.193648081139477,1.05920272749573,0.28950746316454,0.487944379190672
"AASS",283.230747071503,0.626418720035217,0.208349794796781,3.0065722917856,0.00264211222005443,0.0202341403032942
"AATF",17.774721694573,-0.156460655662086,0.357024377826141,-0.438235216919214,0.66121578206861,0.79766711241095
"AATK",8.18732461996751,-0.339489513215707,0.539190768616693,-0.62962782928698,0.528938111400844,0.701698727761926
"ABAT",271.57462946283,0.546482462406233,0.224127120353278,2.43827012788477,0.0147577414254924,0.0670489859089502
"ABCA1",207.349821910455,-0.120133805720017,0.165801410393511,-0.724564437871141,0.468719282271655,0.653104902007192
"ABCA12",45.3349075813207,0.364953267533632,0.277658330789737,1.31439696585225,0.188712651004181,0.371672090882102
"ABCA2",79.7922283601387,0.474335957416332,0.180972118741934,2.62104439464918,0.00876608457550979,0.0466601795821519
"ABCA3",96.018990452904,-0.191780271129657,0.190729210405437,-1.00551074857378,0.314650976427297,0.513370803650715
"ABCA4",2.02637538522857,2.51594588639463,1.10463108419328,2.27763451743894,0.022748362159429,0.0895974460919405
"ABCA5",31.3748731759777,0.180195734146284,0.229221554912611,0.786120372558254,0.43179697005976,0.622221239208818
"ABCA7",4.56454392824474,-0.0226483720754794,0.595992830976596,-0.0380010813861094,0.969686819830989,0.984495526605822
"ABCA8",276.689706733364,-0.0400979863851445,0.258883299316006,-0.154888270085738,0.876909401162714,0.935784264142419
"ABCA9",3.42734807206615,0.0955950748393131,0.66874131863229,0.142947761975922,0.886331437274948,0.94063566265985
"ABCB1",300.192845497392,-0.33121883710378,0.259128343139795,-1.27820381626526,0.201177570899063,0.388614107596594
"ABCB10",1.06423788155237,3.68257987833869,1.63155687964637,2.25709561479515,0.0240021008451732,0.0924527617006658
"ABCB11",165.06252762594,0.0297078609809427,0.239971012938064,0.123797706303012,0.901475447949531,0.949523848283961
"ABCB1LA",91.0057866070018,-0.184358248815224,0.30109125904953,-0.612300235474113,0.540339133910152,0.709337927496964
"ABCB5",5.98078614622304,0.466820242372915,0.495447842785941,0.942218740418667,0.346080661136225,0.543544959890874
"ABCB6",6.61276585447443,-0.321046419713317,0.309223332036564,-1.03823478519194,0.29916076170856,0.498142785588276
"ABCB7",138.678961633964,-0.153424017950552,0.244087936314431,-0.628560428946857,0.529636873464939,0.701861405085461
"ABCB8",11.7022364580297,1.08484026087518,0.32192881308618,3.36981412280352,0.000752189040836769,0.00845642830758913
"ABCB9",55.1051855096095,-0.0428261820989319,0.10789976259659,-0.396907102187503,0.691435966699368,0.817732758169305
"ABCC1",15.2784062063899,-0.0599644210118565,0.315084362642798,-0.19031227227178,0.849064437512052,0.920297637661444
"ABCC10",2.86684247148405,1.11495277274458,0.665589242670003,1.67513640736133,0.0939074711428074,0.23200041311568
"ABCC13",21.4333017551829,0.0319983871079486,0.260198712912971,0.122976730936602,0.902125524107069,0.949523848283961
"ABCC2",464.953512233792,0.391533579042987,0.251456975067912,1.55705992620504,0.119456258272515,0.274188795017841
"ABCC3",3.40338287444407,-0.612747027987662,0.50120106669381,-1.22255731024211,0.22149694534828,0.413773969452833
"ABCC4",27.4596062171261,0.161428876282555,0.235547585741024,0.685334454924279,0.493132894477527,0.673464217803704
"ABCC5",462.200287646005,-0.0597193611095288,0.255614396771796,-0.233630663467067,0.815271720440171,0.899803957307752
"ABCC6",308.012880610708,0.164891569400652,0.269752638142299,0.611269533956027,0.541021156774,0.709926916467332
"ABCC8",12.9203558801012,0.362913911001668,0.305537301674124,1.18778921268585,0.234916465398338,0.428935457042867
"ABCC9",31.0155047946214,-0.189241837098605,0.350782211966447,-0.539485272179955,0.58955205658984,0.746806111269131
"ABCD2",105.38792449725,-0.54796085780472,0.39791458899004,-1.37708159732348,0.168487021607263,0.344707889708718
"ABCD3",968.510595644477,-0.0974396812684009,0.195261492161038,-0.499021492614834,0.617764242961248,0.767149310121932
"ABCD4",30.8553356119553,0.602061997114122,0.274563704293309,2.19279528830568,0.0283221315718815,0.103809142973467
"ABCE1",157.309160780487,-0.0512113311051622,0.223049368037268,-0.229596396330546,0.818405407390002,0.902411355694768
"ABCF2",102.906703524517,-0.482188570570759,0.14190792742636,-3.39789735017434,0.000679058945122984,0.00798852715720472
"ABCF3",30.2995877873243,-0.796986814786527,0.281957134751421,-2.82662403804453,0.00470415215818363,0.0302431921661775
"ABCG1",20.5793136050877,-0.286685543736813,0.291419194035389,-0.983756559638274,0.325235222931904,0.523951808516967
"ABCG2",163.695101276443,-0.111216735372648,0.174897778618075,-0.635895642880133,0.524844442772606,0.69876985659461
