"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"A2M",62.9051627311684,1.07231373247956,0.236884447820097,4.52673758175097,5.99012480519482e-06,0.00027965435228355
"A2ML4",163.270917218984,1.6424874507713,0.312898495954521,5.2492660463604,1.52706400615646e-07,1.56642354321655e-05
"AAAS",96.0422802536154,1.10124929816169,0.328705124523843,3.35026507346652,0.000807342605335459,0.0100778915980919
"ABCA12",1.54531758003201,2.36820852523954,0.858563952572752,2.7583367763613,0.00580963104934357,0.0391049380151287
"ABCA4",1.86942558203711,4.08394867589459,1.11466481060519,3.66383565448456,0.00024846624306501,0.00448723166064349
"ABCC2",12.7898485377071,1.11621725634813,0.411922030772141,2.70977799914173,0.0067328256008078,0.0434323904789045
"ABCC6",11.4283761789444,1.02176781796411,0.362143141070811,2.82144738387941,0.00478074792408072,0.0341522188632466
"ABHD8",5.78738130634244,1.90223552723231,0.548074163341436,3.47076299972796,0.000518981837848799,0.00762618243037908
"ABI2",398.596841183422,1.30127325760734,0.188865256005142,6.88995575539798,5.58097432125923e-12,2.80318868839524e-09
"ACAD8",39.2696492931663,-1.00298155011799,0.298234697012107,-3.36306124058152,0.000770832616841007,0.00978896939573331
"ACCS",1.6092357342881,2.75525977424804,1.0051521602104,2.74113699727941,0.00612269731010772,0.040574708379904
"ACP2",78.2351839231405,-1.00511666475131,0.183754495184592,-5.46988885219715,4.503178927528e-08,5.75379861915551e-06
"ACSBG1",8.91270981264665,2.31416937384845,0.681905564741761,3.39368014209538,0.000689601864048607,0.00913134630162924
"ACTN4",210.286035592208,-1.22640488966155,0.315917488600902,-3.8820417796207,0.000103583075088724,0.0024653448884679
"ADAMTS4",9.10625361679191,1.65527195171476,0.566769231338647,2.92053954270805,0.00349425850290174,0.0272761893640229
"ADAMTS5",6.50261551567306,1.34810246094839,0.468688367884399,2.87633010188317,0.00402328718289166,0.0301228763117911
"ADAMTS9",21.893503512422,1.65603372838153,0.406433039181384,4.07455489277403,4.61024383455894e-05,0.00136767437259034
"ADCY9",13.185285770283,1.41937594289501,0.383108570583197,3.70489216864641,0.00021148067960864,0.00401620284117268
"ADGRA2",11.005992494147,2.73391338480906,0.523776160967879,5.21962164096414,1.79289027200084e-07,1.80105101392856e-05
"ADGRB3",11.5049790261275,1.96011396666729,0.530991091658921,3.6914253317198,0.000223000865378538,0.00414315128202014
"ADGRG5",5.4777621643348,1.43939975509925,0.516866332858928,2.7848587992519,0.00535510372157103,0.0370381960153863
"ADNP",48.1937566299039,1.07161017854283,0.26556023044536,4.03528109892689,5.45369649867678e-05,0.00154850961402975
"ADORA2B",11.3811324695797,1.41670924486866,0.529118859746382,2.67748771145242,0.00741765734797961,0.0463814044885944
"AGAP1",16.1869536760761,1.01339362108414,0.357444435917249,2.83510811542956,0.00458101796682344,0.0331316324253973
