"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"A2ML1",1.13839224346715,3.73655429437779,1.42554553648931,2.62113990660712,0.00876362890935105,0.0466601795821519
"ABCB8",11.7022364580297,1.08484026087518,0.32192881308618,3.36981412280352,0.000752189040836769,0.00845642830758913
"ABHD8",10.2538748567412,1.95975729441806,0.590191555715274,3.3205444494084,0.000898420514372527,0.00958336216277735
"ABI2",225.105198795958,1.22501911434115,0.24474207333126,5.00534745688403,5.57613565060271e-07,4.71035803901412e-05
"ACAP2",52.0271070828583,1.04323002994645,0.225782351155228,4.62051185404308,3.82794470674392e-06,0.000215338735724884
"ACCS",11.4879865528353,-1.67492239138277,0.616731788482139,-2.71580356755241,0.00661151327239995,0.0386978199481922
"ACOD1",5.67950250810671,-2.7874654045089,0.813986985352962,-3.4244594258472,0.000616023824120366,0.00754202532382867
"ACOT6",37.8136904053464,1.24679337333487,0.297258232976983,4.19431065322725,2.73702668775677e-05,0.000905063324944961
"ACVR2B",3.13660081185713,3.89528378961773,1.01275710853392,3.84621717961239,0.000119955446508761,0.00251328140061263
"ADAMTS20",4.20786349566938,3.27453199366348,0.814991450231148,4.01787281662251,5.87258772776661e-05,0.00155623574785815
"ADAMTS3",6.17690260191341,3.23881861985999,0.794224952768967,4.07796129870794,4.54323266013532e-05,0.00132318280666104
"ADAMTS9",17.022673439506,1.2362624294603,0.364466272489605,3.3919803361107,0.000693894198705561,0.00807561182594513
"ADAMTSL1",10.4554273434702,1.43197621650704,0.517195099270873,2.7687350837736,0.00562743715868813,0.0344740018609767
"ADCY1",24.5584883921793,1.04194119330893,0.359346953565055,2.89954091156723,0.0037370957179997,0.0258621305580043
"ADCY9",4.4307651323147,2.62624608190169,0.753809726163977,3.48396417656516,0.000494045609872701,0.00648957493244702
"ADCYAP1R1",26.5738292269348,1.27164997811795,0.423945660180762,2.99955890001503,0.00270370842771411,0.0205008743698499
"ADGRA2",5.72020132142606,2.80955376315246,0.624464764392237,4.49913898006217,6.82292427787569e-06,0.000314463083004225
"ADGRB3",13.6220922877023,1.83196956324914,0.600410616097296,3.05119448945964,0.00227932878190134,0.0182382273022101
"ADORA1",4.41271236028185,2.6423645800689,0.831626810286921,3.17734414930329,0.00148630549676209,0.0136853467985763
"ADRA1A",2.49805274308432,4.37414894388719,1.06295266185653,4.11509289251638,3.87023518829875e-05,0.00118929590806489
"ADSS1",247.00649192101,1.20600618739553,0.450604848102057,2.67641636008849,0.00744141367578449,0.0414405395935678
"AEN",6.42850621173916,-1.45200483829176,0.396038815323721,-3.66631951745663,0.000246066443390022,0.00410555890487309
"AFF2",5.40383049547559,2.65359592002778,0.727348614612958,3.64831370640588,0.000263967204702066,0.00429599529250648
"AFF3",3.55568370995564,2.05899533287372,0.752886833109679,2.73480056009131,0.00624180820281969,0.0370875564738634
"AGO2",108.439013494029,1.14809581394373,0.312573907867076,3.67303791214707,0.000239683906322979,0.00403299988836153
"AHR1A",2.12248271066369,3.86013311274422,1.4043565443563,2.7486845333238,0.00598349434623805,0.0358891689671242
"AK1",37.494168288999,-1.38461689985058,0.432701781858983,-3.19993343660836,0.00137459329562923,0.0129386996409754
"AK8",3.98543324752219,4.25158486339263,1.20575680986227,3.52607161628079,0.000421772897827742,0.00586433962418445
"AKAP12",25.0088055282102,1.02565670189552,0.322404040406659,3.18127744491608,0.00146627133553176,0.0135500931256219
"AKNAD1",1.62533747645975,3.13452893679078,1.19346251124134,2.62641591777401,0.00862893082843191,0.0461839081038979
"ALG9",82.3781792232789,1.12507481945275,0.219076375042803,5.13553695250315,2.81339590839439e-07,2.9311346001772e-05
"ALKBH4",4.30003859663178,2.55060643724177,0.729325214091894,3.49721412061369,0.000470144311927731,0.0062348431811096
"ALKBH5",37.1779180907932,1.09073759664121,0.298372212683664,3.6556272678033,0.000256553890855776,0.00421885538789968
"AMFR",48.5155404221327,1.40804764981048,0.4247391125369,3.31508827006872,0.000916141905212148,0.00970809096454527
"AMH",1.70061267488223,3.99778312047262,1.10632716097242,3.61356320399721,0.000302017690524191,0.00468342639828324
"ANGPTL1",4.71442689959007,1.9121115565362,0.709989075087933,2.69315630849584,0.00707790776309169,0.0402474971904253
"ANKHD1",8.62329132940651,2.02112590913485,0.526271254223986,3.84046419581686,0.00012280188265716,0.00254963108317977
"ANKLE2",2.66002966799549,3.25229415255792,0.927897761417181,3.50501347000847,0.000456584181849276,0.00612442856270665
"ANKRD13D",15.2905581949688,-1.09290212245745,0.409206703128393,-2.67078255097531,0.0075674652094288,0.0418832184682682
"ANKRD2",21.1747381428955,-1.28790823893639,0.447029649962489,-2.88103538332291,0.00396371140558458,0.0270410086847887
"ANKRD9L",1.58778749735728,3.73359731834329,0.97061943427283,3.84661298394508,0.000119761917095876,0.00251328140061263
"ANO2",2.04277901292381,2.418207099627,0.926175963953789,2.61095860154243,0.00902888228871572,0.0476538266806575
"AP4S1",6.51309284480305,1.9181796384513,0.53026970584873,3.61736606352259,0.000297616248448235,0.00464311872322678
"APRT",15.8719796399876,-1.05712379820249,0.290952678381112,-3.63331866915412,0.000279799102960108,0.0044472561704558
"ARHGEF11",1.36178337467812,2.72395122850465,1.0431216226783,2.61134576187836,0.00901866593504297,0.0476164274689131
"ARHGEF12",22.842992454195,1.42875123895766,0.345443875450233,4.13598659723089,3.53432820179341e-05,0.00110420037513766
"ARHGEF33",2.83805161984728,2.80995182060056,0.954933524935956,2.94256275146379,0.00325507808274176,0.0235439813202972
"ARL8BL",16.5144735217254,2.2014563568978,0.454839613628405,4.84007173283799,1.29792271162418e-06,9.40128684119779e-05
"ARL9",4.88862814870885,2.86377146529623,0.741209216134296,3.86364794576077,0.00011170618510574,0.00240674614963657
"ARNT2",15.2770901656589,1.25338219329205,0.364245172310697,3.4410399603675,0.000579482945092847,0.00723687609015377
"ASB7",1.35179912705057,3.7125577788527,1.05279384685216,3.52638628156235,0.00042127203706236,0.00586273463472604
"ASIC2",5.21764148968916,2.53211165001559,0.808012368326155,3.13375357763521,0.00172585725585489,0.0151018549498764
"ASTN2",4.20619662501837,5.15266938940929,1.30108335147462,3.96029153979209,7.48583160480043e-05,0.00183656426678418
"ASXL3",4.46410924166916,2.01499770244007,0.727686739489898,2.76904551517946,0.00562207806490369,0.034468935689339
"ATG13",28.8092334896471,1.80405447515095,0.395001611544215,4.56720788580634,4.94263766733577e-06,0.000253265019222962
"ATOH8",32.3743647410803,1.03528033867197,0.29187278547927,3.54702593108153,0.000389606241251953,0.00554897053902945
"ATP11B",21.9858931110857,1.81629781792586,0.408744908221169,4.44359741588041,8.84670724456125e-06,0.000376939114557482
"ATP13A3",22.6919432895846,2.02625262462139,0.45024639365322,4.50031949879873,6.78514001620453e-06,0.000314463083004225
"ATP1A1",1973.1840394482,1.20728242002888,0.30517461930584,3.956038096402,7.62030140895332e-05,0.00185163585833209
"ATP5B",41.6588906164934,1.62303236544298,0.337370017637526,4.8108375984578,1.50299104478961e-06,0.000105354823881543
"ATP6V0A2",8.86258360621941,1.56654265719406,0.346956147373288,4.51510275593598,6.32860720058666e-06,0.000299889234043999
"ATP8A1",103.257992742398,1.13911035477928,0.340789167504533,3.3425662063162,0.000830075511611744,0.00905307196929761
"ATPAF1",99.0310996779072,1.52440392878584,0.304615570877683,5.00435327187511,5.60498852844359e-07,4.71035803901412e-05
"ATRNL1",37.7671911908694,1.19652203858841,0.435010175923175,2.75056103239231,0.0059493307715779,0.0357951680240449
"AVD",55.3389228166154,-1.84477183293457,0.555258426544294,-3.32236620777768,0.0008925746484277,0.00952768629981316
"AVP",42.2122130510852,1.10178066040883,0.387650315956238,2.84220240525539,0.00448030373747176,0.0294003020494749
"AXL",93.5405792009675,-1.18260174943696,0.260363587394976,-4.54211651202569,5.56922447956388e-06,0.000274160362368553
"B3GALT1",9.40260058152616,2.19479728343506,0.573936678603403,3.82411050775811,0.00013124504312621,0.00267251452609476
"B3GAT1",4.6369487598145,3.06827250219659,1.11015852212385,2.76381475352426,0.00571299629811473,0.0348437797476436
"BAG2",8.37429272421162,-1.22981021587253,0.434124639145259,-2.83285053410902,0.00461349522321364,0.0299257466269948
"BAHCC1",16.3599559465088,1.36004286505628,0.340934812995366,3.98915808305784,6.63082223623756e-05,0.00168664610427106
"BAMBI",193.050069373357,2.39255389944614,0.42523782518854,5.62639012271626,1.84019910116131e-08,3.99875264682352e-06
"BCL11B",6.54626185068124,1.67898659006797,0.59755618504587,2.80975518634969,0.00495791971456452,0.0314097945765269
"BCL2",2.83416287305884,4.77591802876066,0.992250738078621,4.81321690725942,1.48519935795825e-06,0.000104589664045847
"BCL9L",3.06072677612318,2.21487132132231,0.842863236583825,2.6277944335303,0.00859404324560033,0.0460710012444147
"BCO2",3.28330937569339,1.57416156746229,0.52216452868864,3.01468499098479,0.00257246280734611,0.0198427463254621
"BEST1",3.45580494451096,2.06012792554874,0.685994767908221,3.00312483698763,0.00267222792136612,0.0203541606969955
"BICD2",83.5713651321598,2.11047395132334,0.328414229557705,6.42625611614223,1.30784979659317e-10,9.94685162798938e-08
"BICDL1",2.35516292316714,3.95625886821516,1.16325006683717,3.40103902076023,0.000671302446780345,0.00792793596116136
"BIN2",19.1811321894043,-1.12608771026166,0.415914435801144,-2.70749849808064,0.00677923775197308,0.0392535155863199
