"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"A1CF",5.15346695553419,0.482339693794088,0.433312634428484,1.11314477231957,0.26564625741811,0.536943744914435
"A2M",72.5696823883792,0.946373781176985,0.308741777865001,3.06525986771636,0.00217480941592957,0.0325292680563699
"A2ML2",17.6408056543874,0.789301863349411,0.333579527350424,2.36615798822765,0.0179737725145243,0.117760694965904
"A2ML3",1.31220850261661,0.361259085791052,0.77844946830011,0.46407519113595,0.642593875479664,0.832456405494771
"A2ML4",174.924682538157,1.43612605516501,0.378850873675018,3.79074236053348,0.000150197691900586,0.00554976498088751
"A4GALT",70.8119863371976,0.424004239120074,0.188041532987785,2.25484355707532,0.0241431501832506,0.140678923074452
"AAAS",63.0235770497657,1.07394938331187,0.280506672332914,3.82860548157397,0.000128871396339059,0.00499368974889656
"AACS",42.4187480296316,-0.343696892540154,0.215750432821603,-1.59302990981411,0.111153481394807,0.338452294449807
"AADAC",88.8810669017623,0.503037027226839,0.174956829756355,2.87520657482974,0.00403763238348329,0.0464879521888355
"AADACL4B",0.915165630667662,2.8339957810054,1.1168182714459,2.53756215622829,0.0111627543734618,0.0875408143369684
"AADAT",25.6925955580476,0.0392234123478383,0.246311976691082,0.159242814234045,0.873477573326339,0.949996983853681
"AAED1",155.789242759888,-0.14831565033092,0.140965942760361,-1.05213817909943,0.292736157823439,0.565225613909948
"AAGAB",58.4190007045387,-0.237823219864088,0.151475428404569,-1.57004487373949,0.11640467199122,0.347396046634949
"AAK1",7.71925868390277,0.118357658354692,0.396827692286027,0.298259573753189,0.765505056317094,0.89778868478348
"AAMDC",331.024907656312,0.173087439080562,0.187223161221852,0.924498005219879,0.355227089583866,0.625341159593881
"AAMP",300.795496115784,0.426266723550804,0.217645437059911,1.95853737762242,0.050166989575996,0.214364451208811
"AANAT",2.07436976635031,-0.418425296581437,0.742264317843679,-0.563714685621676,0.572948321304681,0.790357452213578
"AAR2",7.90143092269614,1.27993226011521,0.481652254460049,2.65737832276953,0.00787510127538378,0.0700137107022821
"AARS1",682.098925655787,-0.0257540250263538,0.144803882189026,-0.177854520452254,0.858837228719132,0.943329629877329
"AARS2",6.11093813964499,-0.0244595290088575,0.368235827050695,-0.0664235449460766,0.94704062543832,0.977980396837911
"AARSD1",82.7708371984716,-0.291628870277639,0.313671137379028,-0.929728099035284,0.352511882030424,0.623502794460426
"AASDH",29.5054285313853,0.0496419716345476,0.271354525319626,0.182941381117837,0.854844013326756,0.940941471678997
"AASDHPPT",44.6769364588336,-0.00725698288244066,0.221525309383724,-0.0327591592248729,0.973866646935646,0.988738350608062
"AASS",124.518946906022,0.183014014382327,0.172505798263784,1.06091514734174,0.288728464796549,0.560560254074701
"AATF",20.67463970524,-0.364041168304814,0.277666471591039,-1.31107355605034,0.189832913861924,0.447286310905511
"AATK",7.28066225141336,-0.155539676190811,0.404685614997063,-0.384346936057857,0.700721324514229,0.86442101567658
"ABAT",95.9685187767433,0.385090125233758,0.233349617026552,1.6502710831102,0.0988875038783216,0.316853476930928
"ABCA1",80.0719129741683,0.152396025526526,0.291130904016979,0.523462206944673,0.600652644424846,0.806122368087039
"ABCA12",1.1173835790131,2.34244541466247,1.26839078955225,1.84678526047116,0.0647782689278033,0.246693212059078
"ABCA2",65.0194808236854,0.393159767753677,0.196375678178168,2.00207974531841,0.0452761555497989,0.202071520162238
"ABCA3",136.804810422992,-0.178190311575114,0.114765269668182,-1.55265013614581,0.120506740995481,0.353315668308942
"ABCA5",47.2510057452745,0.39990163447054,0.210214666225443,1.90234887817803,0.0571255596146566,0.230011699025994
"ABCA7",2.36913151686585,-0.0362122581483364,0.645913379371302,-0.0560636446075533,0.955291105765736,0.980532820040679
"ABCA8",13.5694037987694,0.254048141567438,0.270212263683798,0.940179909320195,0.347125285328069,0.618405037041035
"ABCA9",3.61831905476022,0.219617129933116,0.547255025332374,0.40130673957673,0.688194302213382,0.857893983269079
"ABCB1",9.55122039019783,0.602400690353704,0.329211031903012,1.82983142111464,0.0672751507542229,0.252589255533396
"ABCB11",3.37620325286621,0.721620533203887,0.560703479361065,1.28699135954389,0.198097299780154,0.459071675133467
"ABCB1LA",1.51704707020504,1.05451431895274,0.745986308506634,1.41358401210304,0.157484078271471,0.405431106544593
"ABCB5",2.23266249723618,1.51824942596602,0.644371013229767,2.35617275574849,0.0184643284083778,0.119560164524716
"ABCB6",15.1973439639658,0.439054840149295,0.280153152804049,1.56719578471562,0.117068935455371,0.348116206409445
"ABCB7",67.2392160987171,-0.414285180349603,0.169979237373155,-2.43726932037072,0.0147986529054354,0.104973481528804
"ABCB8",8.10131208907551,0.85695265302027,0.43206152865311,1.98340420562714,0.0473222977389201,0.208082404277172
"ABCB9",131.372412417727,-0.00644174288108837,0.127574107671129,-0.0504941245420617,0.959728631370244,0.982232710071679
"ABCC1",47.4444744878585,0.108504853016498,0.229552143428478,0.472680635414345,0.636441044102136,0.828843893343371
"ABCC10",4.56068026616332,-0.53956638048659,0.588132466098226,-0.917423219408662,0.358920910034891,0.628753085470629
"ABCC13",1.5598796902828,0.551743488431231,0.645835310527538,0.854309882778862,0.392933312796452,0.658203355700173
"ABCC2",10.5985522084793,0.964729704760058,0.39114092871679,2.46645041193984,0.0136459621494773,0.099857110038938
"ABCC3",1.70327735502019,-0.052969725050169,0.643331019037152,-0.0823366563755105,0.93437900579336,0.972893474647909
"ABCC4",20.3272638964189,-0.22979162197865,0.271683126269721,-0.845807485852171,0.397660148733211,0.66188998109925
"ABCC5",286.98732655398,-0.299896893548618,0.361361500061755,-0.829908259450349,0.406590654725225,0.669737172870388
"ABCC6",11.0775360087512,1.11231348184431,0.403821890387572,2.75446554117401,0.00587880801895421,0.0583364461481143
"ABCC8",20.4379153037995,0.0417762797232637,0.310932722828328,0.134357938731103,0.893119540026953,0.957752432001021
"ABCC9",169.2412794683,-0.258320849043065,0.250302294202303,-1.03203548280017,0.302055495514769,0.574392896558368
"ABCD2",16.9641054365647,-0.0467233948045172,0.497784490442375,-0.0938626970137109,0.925218226440958,0.97011897932739
"ABCD3",80.8260258623503,-0.0867748601477842,0.172605950329069,-0.502733885954394,0.615151382035889,0.815566413906478
