genes	slow-heart	slow-heart.1	slow-heart.2	slow-heart.3	slow-heart.4	slow-heart.5	slow-heart.6	slow-heart.7	slow-heart.8	slow-heart.9	slow-heart.10	slow-heart.11
MIR1710	0	0.518986572309412	0	0	0	0	0	0	0	1.17082174268007	0	0
LOC112531510	0	0	0	0	0	0	0	0	4.71501412580385	0	7.79600686129595	0
LOC121108575	0	0	0	0.692934453817408	0	0	0.237785589400741	1.04250728224717	0	0.390273914226689	0	0
LOC121111054	0.281866294070325	0.259493286154706	0	1.38586890763482	0	0.187695116267056	3.32899825161037	1.30313410280897	2.17616036575562	6.63465654185372	1.79907850645291	0
LOC101748116	0	0	0	0	0	0	0	0	0	0.390273914226689	0	0
LOC101750975	1.1274651762813	0.518986572309412	0	0.692934453817408	0	0	1.1889279470037	0	1.45077357717041	1.17082174268007	4.79754268387443	0
BCL7A	25.9316990544699	17.3860501723653	43.9009615998146	32.5679193294182	32.5516120265846	31.3450844165983	26.3942004234822	29.1902039029209	27.5646979662379	26.5386261674149	34.7821844580896	39.2774883274139
LOC124417320	5.6373258814065	1.81645300308294	0.798199301814811	9.0081478996263	3.19703332403956	5.25546325547755	5.70685414561777	3.9094023084269	4.71501412580385	3.51246522804021	5.39723551935873	3.12434566240792
INHA	11.274651762813	27.2467950462441	1.19729895272222	9.0081478996263	8.71918179283517	9.94784116215394	9.74920916543036	10.4250728224717	7.61656128014468	21.0747913682412	40.1794199774483	1.78534037851881
DUS3L	15.2207798797976	8.3037851569506	13.5693881308518	5.54347563053926	15.4038878340088	9.38475581335278	11.889279470037	11.9888337458425	12.6942688002411	9.36657394144055	10.7944710387175	7.58769660870496
YTHDC1	115.847046862904	96.7909957357054	104.165008886833	88.0026756348108	99.3986724383209	127.069593712797	102.247803442318	107.638876892021	110.984178653537	134.254226493981	127.734573958157	107.120422711129
CPM	0.845598882210975	0.778479858464118	0.399099650907406	0.692934453817408	1.74383635856703	0.938475581335278	0.951142357602962	3.12752184674152	2.17616036575562	1.17082174268007	4.79754268387443	4.90968604092674
TRNAP-UGG	0	0	0.399099650907406	0	0	0	0.237785589400741	0	0	0.780547828453379	0	0
