genes	slow-kidney	slow-kidney.1	slow-kidney.2	slow-kidney.3	slow-kidney.4	slow-kidney.5	slow-kidney.6	slow-kidney.7	slow-kidney.8	slow-kidney.9	slow-kidney.10	slow-kidney.11
EBAG9	34.6345551245455	41.783130598175	26.9119189176061	27.3111283500213	31.7526814365829	15.8955777469425	90.9412323146701	29.0608701628708	30.1973452263709	21.4735089615021	34.5222562109784	33.3690594532108
MAP3K9	0	0	0.280332488725063	0	0	0	0	0	0	0	0.590124037794503	0
LOC121110716	0	0	0	0	0	0	0.721755812021191	0.476407707588046	0	0	0.295062018897251	0.354989994183094
STAT1	75.2476941693994	50.9806750694714	68.4011272489154	105.943168214918	105.391878810786	278.895136832718	100.684935776956	50.4992170043329	60.9867952611021	51.4876180781471	106.812450840805	61.0582789994921
P3H3	1.2369483973052	0	0.280332488725063	0.90036686868202	0	0	0	1.19101926897011	0.296052404180107	0	0	1.41995997673237
TMCC2	0.412316132435065	0.525573969788365	0.840997466175189	1.50061144780337	2.02676690020742	5.05768382857261	0.180438953005298	2.38203853794023	2.36841923344086	0.488034294579593	2.95062018897251	0.709979988366187
INSIG2	302.846199273555	270.933381425902	289.02279587554	301.322778718916	373.375502282656	151.730514857178	416.453103536227	271.075985617598	263.486639720295	329.911183135805	275.88298766893	275.117245491898
GRM4	0.412316132435065	1.05114793957673	1.96232742107544	2.40097831648539	2.47715954469796	5.05768382857261	0.902194765026489	2.62024239173425	1.48026202090054	1.22008573644898	1.47531009448626	2.12993996509856
LOC121107742	0.206158066217533	1.83950889425928	1.12132995490025	0	0	0.722526261224658	0.180438953005298	0	0.888157212540322	0	1.18024807558901	1.06496998254928
ANKRD28	11.5448517081818	9.19754447129638	10.6526345715524	16.2066036362764	12.3857977234898	7.94778887347124	14.9764330994397	9.52815415176092	8.289467317043	8.78461730243267	9.7370466236093	14.5545897615068
SMIM28	0	0	0	0	0.225196322245269	0	0	0	0	0	0	0
