genes	fast-liver	fast-liver.1	fast-liver.2	fast-liver.3	fast-liver.4	fast-liver.5	fast-liver.6	fast-liver.7	fast-liver.8	fast-liver.9	fast-liver.10	fast-liver.11
MFSD6	27.0097361709748	22.4073461837452	23.8509119496951	35.23975446384	24.0259314552368	29.1797995051489	37.9418261824879	23.6845109102568	34.0041278096838	22.2234613758769	18.5362176922592	25.3339112138416
PKNOX1	7.65275858177621	15.4050505013248	8.20676540204563	4.54706509210838	4.94651529960757	8.24162276099627	7.98775288052377	6.29907205060022	4.15877822132823	9.84181860931692	10.5205559874985	6.66681874048464
MEA1	186.817341849243	104.754343409009	90.017958003688	221.10104010377	139.915718474614	394.261413161173	427.011956071333	248.939327439721	224.329389938705	120.006691429735	190.371965488067	251.339066516271
CORO1C	69.3249895055021	82.0669053979668	67.9622759856903	69.3427426546528	75.6110195797158	52.7909349825977	100.845380116613	54.9279082812339	92.960924947337	58.0984775969353	39.0763508107086	77.7795519723208
PCDH7	14.4051926245199	10.643489437279	2.30815276932533	17.61987723192	10.5996756420162	29.625292627365	27.9571350818332	6.04710916857621	5.62658229944408	3.49225821620923	11.5225137005936	26.6672749619386
STARD5	19.3569775891986	15.4050505013248	13.3359937783241	17.61987723192	19.0794161556292	7.35063651656424	13.6457445042281	6.29907205060022	24.4634013019308	18.0962471203569	11.021534844046	17.1115014339106
CCNT1	26.1094116319424	14.8448668467312	21.7992205991837	19.8934097779742	15.1928684202233	23.6111354774488	22.9647895315058	16.3775873315606	17.8582829504095	15.2389449434584	27.0528582535675	24.0005474657447
NUDT16L1	136.399167663423	161.332892522965	164.904692297354	154.600213131685	173.834680529066	104.913630281871	136.457445042281	117.162740141164	103.235553494148	181.914905262535	150.794635820811	160.225877062981
LOC107049104	6.30227177322746	2.52082644567134	0	1.1367662730271	3.17990269260487	1.11373280554004	8.65339895390075	7.05496069667225	7.09438637755993	0	8.01566170476073	5.5556822837372
LOC121106795	1.35048680854874	2.24073461837452	0.512922837627852	0.568383136513548	0.353322521400541	4.90042434437616	1.99693822013094	1.25981441012004	4.64804624736685	0.952434058966153	0	0.222227291349488
LOC101747382	13.0547058159712	0	0	0.568383136513548	0	0	0	1.00785152809604	0	0	0	0
LOC121107980	8.5530831208087	5.04165289134267	5.12922837627852	7.95736391118967	3.88654773540595	11.1373280554004	14.9770366509821	6.55103493262423	3.66951019528962	3.49225821620923	2.50489428273773	5.33345499238771
LOC121107886	5.40194723419497	0.56018365459363	1.79522993169748	2.27353254605419	0.353322521400541	10.2463418109683	1.99693822013094	1.25981441012004	2.93560815623169	0.317478019655384	3.50685199583282	3.33340937024232
LOC107055180	0	0	0	2.27353254605419	0	4.45493122216014	6.32363769708132	1.00785152809604	0.489268026038616	0	8.51664056130828	0
