gene	median
LOC124417499	3.41247518551697
LOC107049991	78.0599027033727
VRK3	12.8940652284776
LOC107054644	1.3864083736808
CSTA	3.77671862266274
PPP2R2C	0.971634443724466
CXCR7	41.4673581814828
NPAS3	4.11881248190122
SGSH	1.80086492690415
GNA12	8.19289358714673
LOC101747910	0.408049479467736
RUNX3	0.611410026922164
RPL27A	243.325317205909
LOC107054467	11.8499403288539
LOC112533456	0
LOC124416951	7.03543721881971
MRPL27	65.6141052301649
S100A16	11.346157974882
RC3H2	20.4219261403597
ST6GALNAC2	2.32373444242127
METTL21A	17.5380958569526
TCF12	91.9535276633283
LOC107052489	6.62514066517402
LOC124417157	0.291356184519075
KCNJ11	19.3654843002789
TLE3	1.97325054733197
RGS2	65.7163680887815
MCOLN2	5.71170019780776
LOC112532134	0
DNLZ	12.4321973419315
PHB	445.857444143239
MIR142	3.73896538258613
NONO	47.9535695794813
BMP4	9.65355734649746
TXNDC17	134.834601971624
RPL34	571.71315664636
CNOT1	24.1265060702184
FLAD1	3.87635362642404
MANBAL	5.09783738421869
NIM1K	0.532261845444943
LOC419389	2.78199608670492
GULP1	23.1852153252811
APBA1	8.08653691852126
LOC107052003	0
PHF3	55.2653626591771
LOC121108937	14.6207804316787
MPPED1	13.9805424099885
CYLY	1.01445686946256
BUB3	45.2984665225308
CSDE1	187.65979043274
ARFGAP1	21.5142240990309
AKT3	11.9682363976154
POLR3B	3.20162807095775
RBM3	296.250562942035
EVC2	7.3814077344636
DCAF5	23.4125749520698
CHAC1	20.6465687069284
TRIM10	70.3996790593181
CREG1	63.1218386228152
LOC107052201	4.18590155505872
DBF4	9.95500645199994
CMYA5	7116.05424683711
LOC101751851	0.601630803863778
TAF3	31.7584943589511
PPP4R1	26.7135882251473
IRF4	0.648172177354098
PCGF3	3.93144096795438
LOC420734	0.456356066257926
MRPL48	51.8008579075865
PROZ	0.816098958935472
RAF1	67.1599041770507
LOC395944	0
SERINC3	166.237633806725
LOC124417494	0.251118647489333
KRT13	0
LOC420374	13.1442573213086
JAC1	0.333872321187368
AFF3	0.673631721819764
SYNE1	16.4344140045873
SLC25A39	29.7532755142563
LOC107051465	0.63729202179464
MC5R	1.86344054391135
LOC124417944	0
LOC124418128	0.556816947735155
UBE2D2	272.780643386524
PPP2CA	241.924219114925
DDIT4	347.05967276767
GEMIN4	3.51033751062016
LOC101749898	0
CLIC5	37.3209020683694
OC3	4.94990069378068
KMT2D	88.592376109391
PTCD3	8.74288762421821
SLC25A36	22.2000390376661
CCDC43	207.93460132543
CEP250	13.4754334296337
LTA4H	4.92974594965098
PKD2	20.1478438838482
FBXO28	10.3073897917895
PTPN21	45.3028603883102
SRSF1	34.820552374482
PARVG	5.11916035711737
DTWD2	12.2803802911343
RARRES1	40.4747866376304
LOC107053671	0
PLCD1	28.7916681931347
DAP3	61.6542173642509
MOCS3	3.0170222230184
P2RY13	0.763271259342698
GABRA2	1.8453519336159
DCBLD2	3.04189281072049
STEAP4	0
SBF1	1.54079062922177
VH26L1	21.1271893454977
LOC121107605	0
CCDC173	8.28018669811571
DTNBP1	18.5340421517321
PDE1C	1.06881156449592
GPR82	0
HS1BP3	8.14315702723098
TXNDC9	36.7290609285076
PSMC6	79.8479898399238
CCDC82	8.10870227423802
SORCS1	1.24696516833864
LOC121111074	0
PLCB4	11.4221763664315
LOC121109817	2.60478596940096
CLEC19A	0.903780888089616
C11orf74	0.986948128974524
TRIP4	7.42801676068818
CDK2AP1	14.7303192546933
LOC124417899	0.962681286362722
EML4	3.58859326373674
SEC61B	71.3448762283727
SYNC	39.7501029205529
LOC107049895	2.48680085476588
YIPF7	18.4497851607592
MTMR10	28.9233564111279
RPL4	174.193697770749
LOC121107065	0
LRRC39	9.70308529525309
MIR1561	0
LOC121107548	0.291356184519075
EIF2D	26.0661052281035
ACTG2	16.1319771098508
LOC112530451	0
LOC121110646	0.704622584542792
LOC107051650	0.416974137613409
HIP1	25.0773283035492
MRPS17	16.0196333058841
KCNH7	8.85682622717453
SPTSSA	15.9168713817357
KBTBD8	14.6588957284341
ARHGEF39	0
LOC107057537	0.185546454446335
PMP22	26.5452035490039
LOC121110735	5.75208276028436
GLT1D1	0.667744642374735
MIR2184A	2.0678274439972
CDC6	1.04731022911428
KRT222	0.289728046637219
PTK2	80.6142031071953
LOC107049536	2.63657520840073
HLX	34.2206822572549
LOC428417	0
NEDD8	85.8307160706405
LOC121107465	0
SLITRK5	0.777307326610057
TMEM47	26.5408023146287
ACVR2B	0
EIF3G	484.158020671872
ZNF488	12.8407562315075
CDC42BPA	35.9695210984588
MAML1	16.4276779932326
SUCLG1	229.147815487871
DROSHA	2.85220264070561
LOC107054351	0.36215379998375
RAB35	38.1384802568635
LOC107052521	0
HSPA4	141.978792791853
HS3ST5	25.9909077607307
RANBP3	13.7337544002038
HACD3	28.505696786677
PDIK1L	13.0772499993031
PEX5	8.71912455807697
AKAP13	16.211093088941
RAP1A	62.7115814131405
NAT8B	15.8790510512252
COL5A1	101.432412440984
PRDM1	1.86617989378985
ITGB2	7.68582312017668
RAP1B	59.757338943021
LOC112532245	3188.64395751853
RNF207	6.19230441930319
RAN	51.3056988601767
SSBP3	20.8013308574037
KPNA2	9.93896772441863
IPP	6.23883768156361
C19orf44	3.73896538258613
SNAP47	7.25939117361928
NKTR	38.3030072799343
THOP1	45.6141683246129
PRAP1	16.1425814598805
LOC101750361	0.482441575682433
RBM14	29.5378922527805
SLC20A1	15.0163767882263
TMEM207	0
GATD3AL2	0.802487109834983
PRELID3A	1.71331800959761
GPR180	6.05272230945568
NRP1	14.4764111834145
CALM1	637.895458586819
LOC121111573	1.86344054391135
CDCA4	15.0053527879958
TCF3	12.4488237232125
HDAC4	9.13919647018473
TEPSIN	5.67604285628345
ADIPOQ	325.386957123173
LOC121109083	3.69926003207345
TMEM209	0.395534356066296
NDUFB11	930.300111914506
CDC16	8.39759907249926
PMS1	5.34141019219105
AGK	41.1271756913479
LOC121109907	0
MRM2	6.45886375229962
STOML2	53.6347166058976
TTC19	20.2815375536692
EIF2S1	52.3022961881138
LOC121108029	0.408049479467736
LOC107050420	9.31050729937054
LOC107054952	0.251118647489333
TEF	45.1169528422511
LOC107054471	3.76974402962263
ISLR	9.72971285104427
ARL8BL	16.8764893959303
LOC112533174	0.286677495429956
PROC	0.717567615018109
ABCB11	1.06452369088989
HOXA10-AS	15.1421956674208
LOC121111585	0.135404805905796
LMNB2	17.8141740757931
PGPEP1	31.1104628523563
E4F1	2.73643027047959
LOC101747503	0.115713841583537
APTX	78.6324704836761
MRPL22	36.7176268708814
MAP4	264.84846371266
LOC112532676	0
ARID5B	2.51746843427651
RHBDF2	6.04753095337832
RNF144A	8.89664603509052
PACSIN1	2.15393969935884
GRAMD1C	4.47411784787811
DUSP27	237.257346901696
NFKBIZ	19.790941040851
RRN3	67.651172703826
WDPCP	1.22282005384433
LOC107056248	0.338216866604938
LOC107053686	0
LOC416924	9.87966178611099
MGAT4A	6.12986721564769
VPS35	18.3707634111356
RNF169	1.85103751072846
GOLPH3	50.8924405477615
PPP2R3C	5.50039845932339
SMTNL1	167.412918790918
ABHD10	9.37991625112052
LOC107052395	0
COQ7	73.0419528018777
LOC107054080	1.86617989378985
LOC121110447	0.69035716086124
EP300	103.371771879374
TM2D1	60.5187045492648
GLTSCR2	42.6582510789369
USP10	57.7565571709227
TP63	1.80509491780234
LOC112530966	0.130726116816676
SOX17	6.42370281455021
LOC121108871	0.568565687111191
WDR70	18.4396768361697
SPATA20	13.4828376293547
LOC107051853	0.173031331044895
ANO3	1.04199846040139
SLC44A3	2.02836154439474
LOC101749586	1.75919623999726
MRPL40	338.508270385913
NUP155	25.2090284693597
LRRC32	4.65709505229694
BORCS5	15.5866151643109
SUPT20H	23.2633005508954
HAUS6	8.58153030721601
LOC107051851	0.772251017064636
TPM3	209.764730596533
MED17	49.8080565078031
PHF10	16.7541681903018
PRAG1	0.443840942856486
RPL22L1	15.2207025348637
NUBP2	13.8864247088921
PECAM1	4.48430126759048
DYNC1I2	107.968858698663
RAD51D	9.96176588250874
UBR5	2.6958272671692
FGFR2	3.51845496854772
ZDHHC13	5.70294452074264
TP53I3	0.357907830927197
THOC1	2.73718540733548
HEXDCL	0.130726116816676
KLF12	8.72852581382218
NADK	26.6899381052716
LOC124417761	0.288745172628432
NRSN1	31.4626778156214
APH1A	2.7166521603085
LOC112529946	3.28991187218653
ABLIM3	9.27632692624647
LOC120017337	1.68161297534643
PSMD3	117.927647266596
LOC121106431	0.923790005949898
RAB3IP	3.66579950546273
LOC124417884	0.160840990142473
LOC121110747	0
TFRC	107.22891905296
POLR2B	31.6041631804681
SLC17A6	1.15802530119212
GZMM	109.882409943881
CNP	17.4928532967018
EIF3K	387.594927817215
STAC	0.431650601954064
LOC101752020	0
LOC100859274	1.29699454465327
CENPJ	1.30375892327447
SOD1	262.118117968461
TRAFD1	5.52397334678616
LUZP1	0
LOC121108062	1.01598386490315
CDC37	355.052256438499
MAN1B1	6.34175407005871
PPIF	44.7142638038644
PRKAR2A	29.6142902254717
TLDC1	0.682870324360262
MARCH7	27.5833077539918
ACCSL	16.1804884056088
LOC107053375	0.844483257702767
PHKB	295.072457317365
FAM181B	16.8507941320601
LOC121107882	3.76944036841025
DTD2	29.034702631649
MEGF10	13.085419837864
MUC2	0.763695477509567
CDKAL1	9.32833715879892
BUD31	229.334171903627
KAT6B	15.0053527879958
LOC416263	2.13660900704283
MRPL10	101.653942527135
MYF5	9.84099784674116
SLIT3	1.15802530119212
PSMF1	56.8789959351853
ASIC4	0.611410026922164
LOC107054556	0
GABRG3	0.326490197069153
LINC00954	1.81774437231728
CYBB	0.633584737511504
COG4	80.3089088266341
TECPR2	3.94672781701651
SYNJ2	3.02142595302269
LOC121108508	0.462759377682114
SRD5A2	1.29131458951732
TTLL12	180.197665828358
VPS37A	15.7179212400528
C1orf210	3.19196477147856
CTNNA1	22.817193819031
MIR6702	0.633584737511504
LOC121107438	0.930709502173987
PDSS2	13.2353338045908
ETV1	6.04306733992084
RPL5	135.45547661701
SEPTIN11	50.8850531288175
DCHS1	13.6916936116813
TTF2	14.5844480470629
LOC121110813	0
WSB2	44.8941760510638
KIAA0513	39.4716086142643
COPB2	37.1990021440824
LOC421441	10.1046821216277
DIP2B	463.623804028941
LNX1	0.518322049934653
WDR73	39.9078803035253
ANKRD12	21.4436538847295
CDKN2B	0.544185005306346
SLC9A8	28.900868818829
TMEM50A	85.1173719500161
BACH1	46.9616167861199
DUSP15	0.497449211672894
MPZL3	0.506903652232263
GLDN	3.0170222230184
ORC2	0
LOC107050760	1245.90365289925
BIRC2	22.3270305131643
LOC107052323	0.950377106267256
MID1	8.13247072705883
REM1	13.7066257032786
NALCN	1.692203103388
LOC124417566	0.475274501083554
J6367_mgp07	262.343376247544
XPO7	52.9442070242321
KIAA1614	0.341497833059615
NEURL1	1.90720286343914
YARS	28.3871610805082
LOC121108351	0.647071244853026
CS	273.718112136633
BBS2	6.29411317954495
PDYN	1.79691641214333
BLB2	661.493455063828
SKA1	16.6081674025431
FDFT1	63.3578743643047
LZTS3	28.5190160256715
RPAP1	9.10701995604963
POU6F1	1.60273476219727
TRIB1	140.808795585127
SPI1	1.58011877480884
PMS2	37.451877705127
NHLRC3	5.190185635617
TMX4	40.0791553518676
WDR36	8.86570918558056
AGBL5	3.45383344456939
PMEPA1	0.904845357842519
UNC13B	0.53440578224796
IRX2	1.22414843840321
AMER1	6.33189349693774
TPST1	2.56189604434029
TMEM203	13.3474796424377
ATG13	5.18896684065761
GLRA1	0.395534356066296
AVPR1B	0
LOC107048990	6.40433805113903
CLDN15	1.32780255866514
HEBP2	1.76405725581417
TMEM87B	34.0320072848525
SMARCD2	20.1988933738598
HDDC2	132.735140704453
LOC101751659	1.27069453209727
LOC124417232	0
GNLY	132.814387281991
RASA4B	5.40433313267885
LOC415852	0.671451926657872
SLC32A1	1.10147367518439
LOC121110283	0
CAPZB	172.979420355679
SEC14L2	4.02989514716524
NT5M	31.4006960901753
HOMER1	1.99364257587398
MPEG1	27.3665686192857
JAG1	80.9385702917097
NUDT7	68.1077425763257
DPY30	29.5357752238187
LOC107055460	0.867008488191264
LOC112532528	0.453930708188475
SNX30	5.86388109370587
DCP1A	6.50492482798263
CLTCL1	102.096378776098
SLC2A11L4	0
LOC121113440	0.130726116816676
MAN2A2	55.3822102850129
TSN	37.8966091514574
RND2	0.791068712132592
SYNPO	22.3813066724091
LOC107056139	2.8561071605284
PYROXD2	1.3479136335846
MRPL30	71.0440983755835
MOB3B	2.73681246610778
EME2	3.17712330322484
CHFR	41.6729799439015
FAF1	51.9594166715005
CCDC69	0.672552859158943
NOB1	7.77235958100147
APOBEC2	309.997404887138
ARID1B	52.3319034842706
NEO1	11.302273438012
PPP1R3B	14.6710208987735
ITPA	8.45761791479168
CREBBP	6.469402812113
IGSF6	0.739319875200639
BTBD8	0.328982709658175
PRAM1	0.461895002974949
LOC121110032	1.73621884138467
SCHIP1	321.465756633645
ZSWIM6	6.91472530169514
KRIT1	54.8791071467344
ABLIM1	55.645176255572
AADAT	7.10019323240217
COQ3	27.5502023904944
NIP7	18.5080491363333
ARF3	166.253051880352
HMBS	41.4857112959699
COA6	130.69749397255
USP33	17.4337966708973
CEBPB	68.6955322254014
LOC124417696	0
ATP6AP2	125.359872662977
LOC121111039	13.6538670119465
PDZD8	1.32113965914758
MEIS2	6.02318438103406
CLC2DL5	3.96334350075712
LOC107053026	0.341497833059615
IL13RA2	2.9142958747394
TAF11	21.5216066388586
C12orf65	20.9053474673521
SELENOI2	0.271665220196817
SLC25A15	8.79276723427478
KIF5C	3.9426820439673
CPLX2	14.2003864648043
RALYL	0.704622584542792
MIOX	16.9792793165059
METRN	0.679163040077126
ST6GALNAC6	32.5251777513366
PPP1R3D	49.1006851529463
LOC107053147	0.395534356066296
OSTM1	3.73896538258613
LOC121108689	9.82638443683193
TCTEX1D1	0.417403612246631
OPRM1	0
LOC101750230	0
LOC121108872	0.532261845444943
CGNL1	3.78910681784838
C30H19orf53	18.7627232696021
ACSL5	0.583134213918297
ISYNA1	3.49863075659866
CSRP3	31.266885227642
IPO11	15.0201432899826
KIAA1462	10.7853204038938
ECE2	1.34290385331574
LOC121109021	0
SPAG1	3.20930542977046
LOC121111070	0.683971256861334
ALDH1A2	4.65709505229694
PCDHA3	0.135404805905796
LOC124417534	4.51198883284009
PCK1	9.47014148320716
RNF149	1.11121809640973
MCF2L	6.59164219058581
ANKRD46	63.217513205551
LOC107052850	105.046328563672
GPATCH3	0.135404805905796
LSM8	12.7025859743199
LRRTM3	0.771496247111955
NCALD	5.75498630090195
IMPA1	7.9367479089037
SDHA	552.028534775985
PPRC1	3.25180399370995
SZRD1	98.7457663091824
SNRPD2	122.935900814797
TMTC4	5.25872585616072
NUMB	39.5895126485354
PCMTD2	292.769272236405
LOC107057197	2.64836505151263
ERI1	6.88985144368259
MFNG	4.5873130798826
LOC107052874	0
PARP3	20.0395979122351
LOC112532493	0
BIN3	15.9812813470689
TRIM7.1	45.2792124172115
LOC121108081	0
PRELP	172.219532586581
PNOC	0.840004030219598
GPBP1	15.585174806413
FHIP2A	22.9520015814442
NTN3	0
PTBP3	2.39762043856957
