genes	fast-heart	fast-heart.1	fast-heart.2	fast-heart.3	fast-heart.4	fast-heart.5	fast-heart.6	fast-heart.7	fast-heart.8	fast-heart.9	fast-heart.10	fast-heart.11
ZIC4	0	0	0	0	0	0	0	0	0	0	0	0.583229702802022
MOG	18.1347581394857	20.2728475083239	11.7064373682644	8.14896971438171	10.8462221837185	23.9736364654485	7.6103007075366	18.1014554427416	12.9025832618078	31.1586506126656	28.4777915960313	11.0813643532384
CD14	1.6791442721746	1.81007567038607	1.95107289471073	5.09310607148857	1.80770369728641	2.29884185285122	1.20162642750578	0.952708181196928	0.444916664200269	1.96791477553677	3.2858990303113	0.583229702802022
ITIH2	8.39572136087302	6.87828754746705	8.91919037582049	10.1862121429771	6.92953083959791	5.91130762161743	6.40867428003082	10.7973593868985	8.00849995560485	6.23173012253311	13.6912459596304	8.74844554203034
TMPRSS9	4.36577510765397	5.06821187708099	2.22979759395512	10.1862121429771	1.20513579819094	6.89652555855367	7.6103007075366	2.54055514985847	4.44916664200269	5.90374432661032	2.73824919192608	8.16521583922831
LOC101750958	0	0.362015134077213	0.27872469924439	3.05586364289314	0.60256789909547	2.29884185285122	12.8173485600616	0.317569393732309	3.55933331360215	8.19964489806988	0.547649838385217	2.91614851401011
CA10	13.4331541773968	4.16317404188795	4.45959518791025	14.260697000168	4.21797529366829	6.89652555855367	19.2260228400925	2.54055514985847	10.2330832766062	10.1675596736067	18.0724446667122	14.5807425700506
SLC39A8	2.68663083547937	1.26705296927025	5.01704458639903	3.565174250042	0.903851848643206	1.64202989489373	4.00542142501926	1.90541636239386	2.22458332100135	6.23173012253311	3.83354886869652	4.08260791961416
AKAP6	14.7764695951365	21.177885343517	13.3787855637307	8.65828032153057	18.9808888215073	14.4498630750648	13.2178907025636	14.2906227179539	12.0127499334073	20.3351193472133	8.76239741416347	10.4981346504364
MED12	14.7764695951365	19.1868021060923	15.6085831576859	16.2979394287634	12.3526419314571	13.7930511171073	12.0162642750578	19.3717330176709	13.3474999260081	12.4634602450662	7.11944789900782	2.91614851401011
MUC5ACL	1.34331541773968	0.905037835193033	0.557449398488781	4.58379546433971	0.60256789909547	0.985217936936239	0.400542142501926	0.635138787464618	3.11441664940189	8.85561648991547	3.2858990303113	2.33291881120809
PI16	18.8064158483556	36.5635285417986	20.9043524433293	35.1424318932711	23.8014320142711	10.1805853483411	11.2151799900539	22.547426954994	13.7924165902083	8.19964489806988	24.0965928889495	22.7459584092789
TMEM179	4.36577510765397	0.54302270111582	0.836174097733171	3.05586364289314	1.50641974773868	1.97043587387248	2.80379499751348	1.27027757492924	4.89408330620296	4.59180114291914	9.8576970909339	5.2490673252182
CADM3	1.6791442721746	0.905037835193033	0.836174097733171	2.03724242859543	1.50641974773868	0.985217936936239	0	0.635138787464618	5.33899997040323	0.327985795922795	3.2858990303113	13.9975128672485
SMYD2	59.1058783805461	58.46544415347	48.7768223677683	19.8631136788054	49.4105677258286	37.4382816035771	41.2558406776984	63.8314481401942	27.1399165162164	14.7593608165258	21.9059935354087	12.8310534616445
LOC112533543	7.72406365200318	1.62906810334746	5.01704458639903	19.3538030716566	2.71155554592962	3.28405978978746	3.60487928251734	2.85812454359078	6.22883329880377	7.87165910214709	4.92884854546695	18.6633504896647
EIF2AK4	12.761496468527	15.0236280642044	22.5767006387956	6.62103789293514	12.9552098305526	5.58290164263869	2.40325285501156	16.8311778678124	13.3474999260081	14.1033892246802	3.83354886869652	5.2490673252182
MIER1	17.4631004306159	19.5488172401695	12.5426114659976	7.130348500084	15.0641974773868	5.91130762161743	4.40596356752119	16.5136084740801	3.55933331360215	6.55971591845591	2.73824919192608	6.41552673082225
UBE2Q2	7.72406365200318	36.0205058406827	19.2320042478629	14.7700076073168	15.3654814269345	22.6600125495335	19.2260228400925	3.4932633310554	20.0212498890121	9.51158808176107	9.8576970909339	13.4142831644465
MCF2	1.6791442721746	0.905037835193033	3.06597169168829	3.05586364289314	2.10898764683415	1.31362391591498	3.20433714001541	0.952708181196928	0.889833328400539	1.96791477553677	1.09529967677043	2.91614851401011
GLMP	29.2171103358381	28.5991955920999	63.549231427721	9.67690153582828	57.8465183131652	22.3316065705547	10.4140957050501	41.6015905789325	22.2458332100135	13.7754034287574	11.5006466060895	20.4130395980708
NCS1	15.1122984495714	7.60231781562148	5.01704458639903	12.7327651787214	3.61540739457282	13.1362391591499	10.4140957050501	7.62166544957542	10.6779999408065	8.85561648991547	10.4053469293191	6.41552673082225
OFCC1	0.335828854434921	0.181007567038607	0.27872469924439	0	0.903851848643206	0.328405978978746	0.400542142501926	0.635138787464618	1.33474999260081	1.96791477553677	0.547649838385217	2.33291881120809
DMBT1	10.7465233419175	10.6794464552778	9.75536447355366	28.521394000336	5.1218271423115	10.5089913273199	21.2287335526021	5.71624908718157	31.5890831582191	22.9590057145957	11.5006466060895	15.7472019756546
LOC124417354	1.6791442721746	0	0	1.52793182144657	0.301283949547735	0	0	0	0	12.1354744491434	0	4.66583762241618
TCOF1	35.9336874245365	37.6495739440302	27.872469924439	10.1862121429771	38.2630615925624	15.1066750330223	18.0243964125867	41.2840211852002	12.0127499334073	14.7593608165258	13.1435961212452	13.9975128672485
CYTH4	2.68663083547937	6.15425727931263	2.22979759395512	1.01862121429771	2.71155554592962	2.29884185285122	0.400542142501926	1.90541636239386	0.444916664200269	4.59180114291914	3.2858990303113	12.8310534616445
LOC101750621	0	0.181007567038607	0	0.509310607148857	0	0	0	0	0.444916664200269	0	0	0
HCN4	2.68663083547937	0.54302270111582	0.27872469924439	7.63965910723285	0.60256789909547	1.31362391591498	2.40325285501156	0.635138787464618	4.00424997780242	7.87165910214709	11.5006466060895	15.1639722728526
MZT1	32.5753988801873	71.4979889802496	12.2638867667532	7.130348500084	21.9937283169847	7.55333751651116	7.6103007075366	31.1218005857663	10.6779999408065	7.87165910214709	7.11944789900782	6.41552673082225
ELP6	13.0973253229619	8.1453405167373	11.9851620675088	20.8817348931031	12.6539258810049	47.2904609729395	34.4466242551657	9.52708181196928	34.2585831434207	21.9750483268273	24.0965928889495	50.740984143776
BEND6	13.7689830318318	8.32634808377591	13.9362349622195	12.2234545715726	20.7885925187937	14.1214570960861	15.2206014150732	9.84465120570159	15.1271665828092	12.1354744491434	9.31004725254868	13.9975128672485
MYO1F	7.72406365200318	8.68836321785312	15.8873078569302	7.63965910723285	9.64108638552753	4.59768370570245	3.60487928251734	4.12840211852002	8.00849995560485	3.60784375515075	9.31004725254868	8.16521583922831
SPPL2A	98.3978543494318	148.426204971657	100.619616427225	53.47761375063	114.186616878592	73.8913452702179	64.0867428003082	105.433038719127	55.1696663608334	47.8859262047281	64.0750310910703	52.490673252182
OSER1	26.1946506459238	33.3053923351036	34.0044133078156	11.7141439644237	21.6924443674369	19.375952759746	11.2151799900539	33.9799251293571	17.3517499038105	15.7433182042942	14.2388957980156	11.0813643532384
NIPSNAP1	55.7475898361968	17.9197491368221	15.3298584584415	39.216916750462	20.1860246196983	50.5745207627269	41.2558406776984	20.9595799863324	57.839166346035	30.1746932248972	53.6696841617512	40.8260791961416
QSOX1	4.02994625321905	2.89612107261771	0.836174097733171	1.52793182144657	0	0	0.400542142501926	0.317569393732309	7.11866662720431	8.52763069399268	0.547649838385217	3.49937821681213
UGCG	20.4855601205302	15.5666507653202	16.444757255419	35.1424318932711	9.64108638552753	35.1394397507258	34.8471663976676	14.6081921116862	29.809416501418	23.2869915105185	23.0012932121791	29.1614851401011
