genes	fast-kidney	fast-kidney.1	fast-kidney.2	fast-kidney.3	fast-kidney.4	fast-kidney.5	fast-kidney.6	fast-kidney.7	fast-kidney.8	fast-kidney.9	fast-kidney.10	fast-kidney.11
FETUB	8.85724507760797	10.3017670784875	50.0287020437487	7.53980382110863	23.5163670775896	13.9582288946062	12.2891887117223	39.7730089939226	19.3727019994319	6.44978379589433	8.91674501353727	13.6792064245971
SOX3	0	0.981120674141663	0	0	0	0	0	0.641500145063268	0	0	0.810613183048843	0
PODN	144.668336267597	164.337712918728	288.26061653779	165.87568406439	191.210460880877	357.076873722017	94.2171134565374	123.809527997211	268.198705602525	93.9249765277111	139.425467484401	132.232328771106
LOC124418338	0.590483005173865	0	0	1.67551196024636	0.279956750923685	0.761357939705793	0.455155137471195	1.9245004351898	2.01274825968124	2.01555743621698	0	0
LOC121107811	0	0	0.397053190823403	0	0	0	0	1.9245004351898	0.754780597380465	0	0	0
CDK17	30.1146332638671	30.4147408983915	37.7200531282233	38.5367750856663	40.033815382087	40.605756784309	24.1232222859734	24.3770055124042	34.4683139470412	20.7602415930349	16.2122636609769	26.0556312849469
ALDH4A1	1278.98618920659	1570.28363896373	1584.6392845762	1629.43538133959	1692.05860258275	1234.41500624299	2076.87289228106	2227.28850365966	1691.46331872962	1854.91750855048	1533.68014232841	1668.21179301873
IQCC	24.2098032121285	9.81120674141663	4.76463828988083	7.12092583104704	11.7581835387948	6.85222145735214	10.9237232993087	11.5470026111388	17.863140804671	14.3104577971405	13.3751175203059	16.2847695530918
BET1L	40.7433273569967	28.4524995501082	18.2644467778765	25.551557393757	26.8758480886738	27.1550998495066	25.0335325609157	37.2070084136695	30.6944109601389	48.3733784692074	31.6139141389049	60.5793427375016
KCTD21	3.54289803104319	1.47168101121249	3.17642552658722	4.60765789067749	3.9193945129316	1.77650185931352	2.73093082482717	3.84900087037961	3.01912238952186	0.806222974486791	5.6742922813419	11.7250340782261
OPLAH	2.95241502586932	0.490560337070831	0.397053190823403	0	0	2.28407381911738	4.55155137471195	0.641500145063268	3.01912238952186	0.403111487243395	1.62122636609769	1.95417234637102
CPLX4	0	5.39616370777914	0	6.28316985092386	0	0.253785979901931	0	0.641500145063268	0.251593532460155	0	7.29551864743959	0.651390782123673
LOC101750908	1.77144901552159	0.490560337070831	1.58821276329361	0.41887799006159	0.839870252771056	1.01514391960772	1.36546541241359	0.641500145063268	0.251593532460155	0	0.405306591524422	0
HHAT	0.590483005173865	0.490560337070831	0	0.41887799006159	0	0	0	2.56600058025307	0.50318706492031	0.806222974486791	1.62122636609769	0
CLGN	7.08579606208638	2.45280168535416	9.13222338893826	4.60765789067749	9.5185295314053	12.6892989950965	5.91701678712554	5.13200116050614	12.0764895580874	11.4886773864368	4.86367909829306	5.21112625698938
LOC112531095	7.67627906726024	0.981120674141663	0	0	0.559913501847371	0	0.455155137471195	0	0.251593532460155	0.201555743621698	0.405306591524422	0.651390782123673
MED9	14.7620751293466	5.39616370777914	8.73517019811486	10.0530717614782	7.55883227493951	9.13629527646951	16.385584948963	4.49050101544287	6.28983831150387	6.24822805227263	6.89021205591517	13.6792064245971
NINJ2	8.2667620724341	6.86784471899164	4.36758509905743	6.28316985092386	2.51961075831317	2.28407381911738	2.73093082482717	17.9620040617715	3.77390298690232	1.81400169259528	6.07959887286632	7.1652986033604
RPL3L	13.5811091189989	22.0752151681874	12.3086489155255	11.7285837217245	6.15904852032108	6.85222145735214	8.19279247448152	14.7545033364552	7.7993995062648	4.43422635967735	10.537971379635	10.4222525139788
TNFRSF19	17.7144901552159	16.1884911233374	4.76463828988083	17.5928755825868	7.55883227493951	7.86736537695986	18.2062054988478	17.9620040617715	12.5796766230077	13.9073463098971	13.7804241118303	11.0736432961024
GALNT13	0	1.96224134828333	0.794106381646805	3.35102392049272	1.39978375461843	2.03028783921545	1.36546541241359	2.56600058025307	2.01274825968124	5.03889359054244	9.72735819658612	8.46808016760775
LCLAT1	70.8579606208638	115.772239548716	145.321467841365	168.807829994821	150.056818495095	181.710761609783	100.589285381134	80.8290182779717	130.57704334682	73.5678464219197	85.1143842201285	102.91974357554
