genes	fast-leg	fast-leg.1	fast-leg.2	fast-leg.3	fast-leg.4	fast-leg.5	fast-leg.6	fast-leg.7	fast-leg.8	fast-leg.9	fast-leg.10	fast-leg.11
TATDN3	72.480823749352	78.6458331542798	41.9334987048717	66.6703195765048	40.2684168710709	82.8677412143469	72.8871952632502	120.082561532225	60.1545303132847	78.9022869564722	57.3661532341693	56.070762305393
LOC107051757	4.57086275896815	18.5890151091934	0.37109290889267	0.784356700900056	1.15713841583537	3.24971534173909	0	1.5595137861328	0.321681980284945	1.38425064835916	2.89728046637219	4.89506655047082
ALDH2	700.647962910403	605.572915287954	291.679026389639	266.419826072386	220.782009741389	284.079282790359	518.670487721522	425.1234580998	333.584213555488	507.327862623632	597.419232165945	453.461164993615
NDUFAF4	15.6715294593194	11.4393939133498	17.4413667179555	10.4580893453341	25.6884728315452	21.6647689449273	21.4756914614934	20.5855819769529	13.1889611916827	31.1456395880811	11.5891218654887	18.6902541017977
HOXA6	13.7125882769044	7.86458331542798	2.59765036224869	7.58211477536721	1.38856609900244	5.14538262442023	9.11089940790628	5.3023468728515	7.07700356626879	1.38425064835916	5.21510483946994	13.7951875513269
LOC101748407	1.95894118241492	19.3039772287778	2.59765036224869	0.522904467266704	3.70284293067318	7.04104990710137	1.95233558740849	4.67854135839839	0.321681980284945	1.03818798626937	2.89728046637219	4.00505445038522
LOC121106719	0.652980394138307	0	0.37109290889267	0	0	1.35404805905796	0.650778529136163	0	0.321681980284945	0	0.579456093274437	0.890012100085604
MUT	26.7721961596706	39.3229165771399	36.3671050714817	63.2714405392712	32.3998756433904	24.3728650630432	28.6342552819912	41.7949694683589	37.9584736736235	50.5251486651094	30.1317168502707	54.2907381052218
MATN2	2.61192157655323	6.43465907625925	2.22655745335602	2.61452233633352	2.77713219800489	0.812428835434774	3.25389264568081	3.11902757226559	1.28672792113978	2.76850129671832	16.2247706116842	7.56510285072763
LOC107052976	0.652980394138307	0.714962119584362	1.11327872667801	0	0.694283049501222	0.270809611811591	0	0	0	0.34606266208979	0	0
LOC121106646	2.61192157655323	1.42992423916872	3.33983618003403	8.88937594353397	4.85998134650855	1.89566728268114	3.90467117481698	3.43093032949215	11.580551290258	1.03818798626937	7.53292921256769	5.78507865055642
