reaction_id,flux_slow,flux_fast,flux_ratio
10FTHFtm,-0.0046401658211492,-0.0049311817189266,1.0627167021598651
2HCO3_NAt,-1.2106392590681911,-1.2937690195189262,1.0686660042023737
2OXOADOXm,0.0,0.0084780283065384,1000.0
3DSPHR,0.0004949551351947,0.0006745718371995,1.3628949155849135
3HBCOAHLm,0.0265033232950726,0.0179764987857142,0.6782733842686183
3HKYNAKGAT,0.0044423534248401,0.0074473375821205,1.6764396863332778
3MOBt2im,0.0265033232950726,0.0179764987857142,0.6782733842686183
AACOAT,0.0062206030777511,0.0084780283065384,1.362894915584843
ACACT10m,0.0378150372063116,0.033393176161892,0.8830660665413398
ACACT1r,-0.0062206030777511,-0.0084780283065384,1.362894915584843
ACACT1rm,0.0062206030777511,0.0,2000.0
ACCOACm,0.0870884430885161,0.1186923962915378,1.3628949155848344
ACONTm,0.5576030019122015,0.5634833476773901,1.0105457570081635
ADK1,0.2535843772515994,0.3456088584284346,1.36289491558674
ADKd,0.0008095060622344,0.0011032716963543,1.362894915584755
ADSL1,0.0031223805258549,0.0042554765432022,1.3628949155827381
ADSL2,0.0045412596229946,0.0061892596505237,1.3628949155834378
ADSS,0.0031223805258549,0.0042554765432022,1.3628949155827381
AGPAT1,0.0116956048146951,0.0159398803366375,1.3628949155848378
AICART,0.0045412596229946,0.0061892596505237,1.3628949155834378
AIRCr,0.0045412596229946,0.0061892596505237,1.3628949155834378
AKGDm,1.1310218141226684,1.1860001635211297,1.0486094509513133
AKGMALtm,9.918685293711173,10.43491185029187,1.0520458650813334
ALATA__L,-0.0393285323796619,-0.0286848119288265,0.7293639043510399
ALAtN1,-0.0182815597915238,0.0,2000.0
AMPTASECG,0.0224185765313367,0.0287481985888942,1.282338267494814
ARGATB0tc,0.0135009883634349,0.0,2000.0
ARGLYSex,0.0,0.0499999999999992,1000.0
ARGNm,0.0,0.0315995716041037,1000.0
ARGtm,0.0,0.0315995716041037,1000.0
ARTPLM2,-0.0116956048146951,-0.0159398803366375,1.3628949155848378
ARTPLM3,-0.0002506462056124,-0.0003416044392397,1.3628949155845516
ASCBOX,0.0324912816381395,0.0344776020932518,1.061133952093188
ASNtN1,0.0115257935715829,0.0157084454567908,1.3628949155848429
ASPCTr,0.0035320368507411,0.0048137950658743,1.3628949156813748
ASPTA,-0.0323038019885444,-0.0440266874845744,1.3628949155949874
ATPM,18.5,18.5,1.0
ATPS4m,9.99511966883174,10.698283183688714,1.0703506849497444
ATPtm,10.47386922183627,11.191775747502192,1.0685426283697723
BILGLCURtr,-0.0224185765313367,-0.0287481985888942,1.282338267494814
BIOMASS_maintenance,0.0231287446352692,0.0315220484672684,1.362894915584834
BTNt2,-0.0778482212896081,0.0,2000.0
BTNt4i,0.0778482212896081,0.0,2000.0
CDIPTr,0.0004209431523619,0.0005737012821042,1.3628949155846304
CDS,0.0007609356985003,0.0010370753945731,1.3628949155848957
CEPTC,0.0111396591798971,0.0151821848576297,1.3628949155848358
CHLPCTD,0.0111396591798971,0.0151821848576297,1.3628949155848358
CHOLESTTDe,-0.0004718495193041,-0.0006430813107807,1.3628949155848216
CHOLESTle,0.0060952799749449,0.0083072260869185,1.3628949155848407
CHOLK,0.0111396591798971,0.0151821848576297,1.3628949155848358
CHOLtu,0.0035063176867068,0.0047787425476378,1.3628949155848127
CLSm_hs,0.0001526497145927,0.0002080455198839,1.3628949155850512
CO2t,-0.5565910877063492,-0.5238920467998391,0.9412512315975823
CO2tm,-2.860803557386201,-2.953687328988286,1.0324677209528321
COAtim,0.0870884430885164,0.1186923962915378,1.3628949155848296
CSm,0.5576030019122016,0.5634833476773902,1.0105457570081635
CTPS2,0.0124634560078413,0.0169863808237021,1.362894915584829
CYOOm3,3.249128163813957,3.4477602093251822,1.0611339520931864
CYOR_u10m,6.498256327627915,6.895520418650364,1.0611339520931862
CYSGLUexR,-0.0163862298705443,-0.0205267439958551,1.2526825363748706
CYTDK1,0.0050883238197591,0.0069348506631399,1.3628949156518544
CYTDe,0.0103935258779633,0.0141652835740756,1.362894915584836
CYTDt,-0.0103935258779633,-0.0141652835740756,1.362894915584836
CYTK1,0.0011670764542956,0.0015906025656583,1.3628949155848775
CYTK12,-0.0005835382271478,-0.0007953012828291,1.3628949155847918
CYTK1m,0.0003399925461384,0.0004633741124688,1.36289491558493
DM_5forthf_c,0.004640165821149,0.004931181718927,1.062716702159997
DM_urea_m,0.0,0.0315995716041037,1000.0
ECOAH12m,0.0265033232950726,0.0179764987857142,0.6782733842686183
ECOAH1m,0.0,-0.0084780283065384,1000.0
ECOAH9m,0.0378150372063116,0.033393176161892,0.8830660665413398
ENO,9.959046795355787,9.94397854126988,0.9984869782826069
EX_C02470_e,0.0044423534248401,0.0074473375821205,1.6764396863332778
EX_ala__L_e,0.0182815597915238,0.0,2000.0
EX_arg__L_e,-0.0135009883634349,-0.05,3.7034325676049304
EX_asn__L_e,-0.0115257935715829,-0.0157084454567908,1.3628949155848429
EX_cgly_e,0.0275814234686636,0.0212518014121769,0.7705114072999877
EX_chol_e,-0.0035063176867068,-0.0047787425476378,1.3628949155848127
EX_chsterol_e,-0.0004718495193041,-0.0006430813107807,1.3628949155848216
EX_co2_e,0.5960211512067721,0.5626851761540833,0.944069140859862
EX_cys__L_e,0.0163862298705443,0.0205267439958551,1.2526825363748706
EX_fol_e,-0.004640165821149,-0.004931181718927,1.062716702159997
EX_glc__D_e,-4.999999999998408,-5.0,1.0000000000003184
EX_gln__L_e,-0.5,-0.5,1.0
