reaction_id,flux_slow,flux_fast,flux_ratio,DRF_category,Formula,Pathways_list,Pathways,Pathway_Groups_list,Pathway Groups
EX_h2o2_e,0.0648951256625053,0.0708287939043115,1.0914347292070123,Unchanged,Hydrogen peroxide -->,['Unknown'],Unknown,['Unknown'],Unknown
EX_h_e,10.547064583636914,10.113225464840736,0.9588663636829103,Unchanged,proton <==>,['Unknown'],Unknown,['Unknown'],Unknown
EX_hco3_e,2.3790606415630187,2.533594954043825,1.0649560207844382,Unchanged,Bicarbonate -->,['Unknown'],Unknown,['Unknown'],Unknown
EX_his__L_e,-0.0081924271307158,-0.0121868666091934,1.4875770531423198,Increased,L-Histidine <==>,['Unknown'],Unknown,['Unknown'],Unknown
EX_ile__L_e,-0.05,-0.05,1.0,Unchanged,L-Isoleucine <==>,['Unknown'],Unknown,['Unknown'],Unknown
EX_inost_e,-0.0004180348827753,-0.0006218590991555,1.4875770534435486,Increased,Myo-Inositol <==>,['Unknown'],Unknown,['Unknown'],Unknown
EX_lac__L_e,8.74472591212315,8.919703601920823,1.0200095110534104,Unchanged,L-Lactate <==>,['Unknown'],Unknown,['Unknown'],Unknown
EX_leu__L_e,-0.0336117042774115,-0.0500000000000832,1.4875770531423285,Increased,L-Leucine <==>,['Unknown'],Unknown,['Unknown'],Unknown
EX_lys__L_e,-0.0175401924264646,-0.035282081437633,2.0114991090063232,Increased,L-lysinium(1+) <==>,['Unknown'],Unknown,['Unknown'],Unknown
EX_met__L_e,-0.0072188652328412,-0.0107386182701015,1.4875770531423256,Increased,L-Methionine <==>,['Unknown'],Unknown,['Unknown'],Unknown
EX_nh4_e,1.0527902392782764,1.0219745789476582,0.9707295345445609,Unchanged,Ammonium -->,['Unknown'],Unknown,['Unknown'],Unknown
EX_o2_e,-3.26328735604281,-3.569006094050668,1.0936842835620166,Unchanged,O2 <==>,['Unknown'],Unknown,['Unknown'],Unknown
EX_phe__L_e,-0.0156446109536263,-0.0232725642599516,1.4875770531422006,Increased,L-phenylalanine <==>,['Unknown'],Unknown,['Unknown'],Unknown
EX_pi_e,-0.0361776345441729,-0.0538170189858989,1.4875770531704693,Increased,hydrogenphosphate <==>,['Unknown'],Unknown,['Unknown'],Unknown
EX_pro__L_e,-0.0155933901960099,-0.05,3.2064868108536273,Increased,L-Proline <==>,['Unknown'],Unknown,['Unknown'],Unknown
EX_pyr_e,1.183143891831977,0.7529066775303507,0.6363610400460691,Decreased,Pyruvate -->,['Unknown'],Unknown,['Unknown'],Unknown
EX_ser__L_e,-0.0302539194729555,-0.0450050363754154,1.4875770531367407,Increased,L-Serine <==>,['Unknown'],Unknown,['Unknown'],Unknown
EX_thr__L_e,-0.0208914081114478,-0.0310775793144213,1.4875770531423307,Increased,L-Threonine <==>,['Unknown'],Unknown,['Unknown'],Unknown
EX_trp__L_e,-0.0144175177897912,-0.021447168627953,1.4875770531831336,Increased,L-Tryptophan <==>,['Unknown'],Unknown,['Unknown'],Unknown
EX_tyr__L_e,-0.0106786781115476,-0.0158853565166314,1.4875770531423225,Increased,L-Tyrosine <==>,['Unknown'],Unknown,['Unknown'],Unknown
EX_val__L_e,-0.05,-0.05,1.0,Unchanged,L-Valine <==>,['Unknown'],Unknown,['Unknown'],Unknown
FAS100COA,0.0123552506501498,0.0183793873526465,1.4875770531149572,Increased,3.0 proton + Malonyl-CoA + 2.0 Nicotinamide adenine dinucleotide phosphate - reduced + Octanoyl-CoA (n-C8:0CoA) --> carbon dioxide + Coenzyme A + Decanoyl-CoA (n-C10:0CoA) + Water + 2.0 Nicotinamide adenine dinucleotide phosphate,['Fatty Acid Biosynthesis'],Fatty Acid Biosynthesis,['Lipid metabolism'],Lipid metabolism
FAS120COA,0.0123552506501498,0.0183793873526465,1.4875770531149572,Increased,Decanoyl-CoA (n-C10:0CoA) + 3.0 proton + Malonyl-CoA + 2.0 Nicotinamide adenine dinucleotide phosphate - reduced --> carbon dioxide + Coenzyme A + Dodecanoyl-CoA (n-C12:0CoA) + Water + 2.0 Nicotinamide adenine dinucleotide phosphate,['Fatty Acid Biosynthesis'],Fatty Acid Biosynthesis,['Lipid metabolism'],Lipid metabolism
FAS140COA,0.0123552506501498,0.0183793873526465,1.4875770531149572,Increased,Dodecanoyl-CoA (n-C12:0CoA) + 3.0 proton + Malonyl-CoA + 2.0 Nicotinamide adenine dinucleotide phosphate - reduced --> carbon dioxide + Coenzyme A + Water + 2.0 Nicotinamide adenine dinucleotide phosphate + Tetradecanoyl-CoA (n-C14:0CoA),['Fatty Acid Biosynthesis'],Fatty Acid Biosynthesis,['Lipid metabolism'],Lipid metabolism
FAS160COA,0.0123552506501498,0.0183793873526465,1.4875770531149572,Increased,3.0 proton + Malonyl-CoA + 2.0 Nicotinamide adenine dinucleotide phosphate - reduced + Tetradecanoyl-CoA (n-C14:0CoA) --> carbon dioxide + Coenzyme A + Water + 2.0 Nicotinamide adenine dinucleotide phosphate + Palmitoyl-CoA (n-C16:0CoA),['Fatty Acid Biosynthesis'],Fatty Acid Biosynthesis,['Lipid metabolism'],Lipid metabolism
FAS80COA__L,0.0123552506501498,0.0183793873526465,1.4875770531149572,Increased,Acetyl-CoA + 9.0 proton + 3.0 Malonyl-CoA + 6.0 Nicotinamide adenine dinucleotide phosphate - reduced --> 3.0 carbon dioxide + 3.0 Coenzyme A + 3.0 Water + 6.0 Nicotinamide adenine dinucleotide phosphate + Octanoyl-CoA (n-C8:0CoA),['Fatty Acid Biosynthesis'],Fatty Acid Biosynthesis,['Lipid metabolism'],Lipid metabolism
FBA,4.983891714859607,4.976037684661473,0.9984241170058497,Unchanged,"D-Fructose 1,6-bisphosphate <==> Dihydroxyacetone phosphate + Glyceraldehyde 3-phosphate",['Pentose Phosphate Pathway'],Pentose Phosphate Pathway,['Redox & Pentose Metabolism'],Redox & Pentose Metabolism
FKYNH,0.0090197686951769,0.0134176009361849,1.4875770532075434,Increased,N-formyl-L-kynurenine + Water --> L-kynurenine + Formate + proton,['Tryptophan Metabolism'],Tryptophan Metabolism,['AAA metabolism (Trp/Phe/Tyr)'],AAA metabolism (Trp/Phe/Tyr)
FTHFDHm,0.0,0.4769503580460696,1000.0,On,"10-Formyltetrahydrofolate + Water + Nicotinamide adenine dinucleotide phosphate --> carbon dioxide + proton + Nicotinamide adenine dinucleotide phosphate - reduced + 5,6,7,8-Tetrahydrofolate",['Folate Metabolism'],Folate Metabolism,['Folate Metabolism'],Folate Metabolism
FTHFL,0.0090197686951769,0.0134176009361849,1.4875770532075434,Increased,"ATP + Formate + 5,6,7,8-Tetrahydrofolate --> 10-Formyltetrahydrofolate + ADP + hydrogenphosphate",['Folate Metabolism'],Folate Metabolism,['Folate Metabolism'],Folate Metabolism
FUM,0.0076106925438789,0.011321491587384,1.4875770532196322,Increased,Fumarate + Water <==> (S)-malate(2-),"['Citric Acid Cycle', 'Pyruvate Metabolism']",Citric Acid Cycle; Pyruvate Metabolism,['Central Energy Metabolism'],Central Energy Metabolism
FUMm,1.1870016049368382,1.0997084868060778,0.9264591406046117,Unchanged,Fumarate + Water <==> (S)-malate(2-),"['Citric Acid Cycle', 'Pyruvate Metabolism']",Citric Acid Cycle; Pyruvate Metabolism,['Central Energy Metabolism'],Central Energy Metabolism
G6PDH2r,0.0080175185793683,0.0119266766621048,1.4875770531790278,Increased,"D-Glucose 6-phosphate + Nicotinamide adenine dinucleotide phosphate <==> 6-phospho-D-glucono-1,5-lactone + proton + Nicotinamide adenine dinucleotide phosphate - reduced",['Pentose Phosphate Pathway'],Pentose Phosphate Pathway,['Redox & Pentose Metabolism'],Redox & Pentose Metabolism
GALU,0.0017699413185112,0.0026329240908258,1.4875770531423633,Increased,D-Glucose 1-phosphate + proton + UTP --> Diphosphate + UDPglucose,['Pentose And Glucuronate Interconversions'],Pentose And Glucuronate Interconversions,['Redox & Pentose Metabolism'],Redox & Pentose Metabolism
GAPD,9.962035748677398,9.94352525089636,0.9981418960694359,Unchanged,Glyceraldehyde 3-phosphate + Nicotinamide adenine dinucleotide + hydrogenphosphate <==> 3-Phospho-D-glyceroyl phosphate + proton + Nicotinamide adenine dinucleotide - reduced,['Glycolysis/Gluconeogenesis'],Glycolysis/Gluconeogenesis,['Central Energy Metabolism'],Central Energy Metabolism
GARFT,0.0045098843475884,0.0067088004680924,1.4875770532075485,Increased,"10-Formyltetrahydrofolate + N1-(5-Phospho-D-ribosyl)glycinamide <==> N2-Formyl-N1-(5-phospho-D-ribosyl)glycinamide + proton + 5,6,7,8-Tetrahydrofolate","['Folate Metabolism', 'Purine Metabolism', 'Purine Synthesis']",Folate Metabolism; Purine Metabolism; Purine Synthesis,"['Folate Metabolism', 'Nitrogen disposal', 'Nucleotide metabolism']",Folate Metabolism; Nitrogen disposal; Nucleotide metabolism
GCC2am,0.0004019566180532,0.2475136447667871,615.772035215074,Increased,Glycine + proton + lipoamide <==> S-aminomethyldihydrolipoamide + carbon dioxide,"['Alanine, Aspartate And Glutamate Metabolism', 'Glycine, Serine And Threonine Metabolism']","Alanine, Aspartate And Glutamate Metabolism; Glycine, Serine And Threonine Metabolism",['AA other'],AA other
GCC2bim,0.0004019566180532,0.2475136447667871,615.772035215074,Increased,"S-aminomethyldihydrolipoamide + 5,6,7,8-Tetrahydrofolate --> dihydrolipoamide + 5,10-Methylenetetrahydrofolate + Ammonium","['Alanine, Aspartate And Glutamate Metabolism', 'Glycine, Serine And Threonine Metabolism']","Alanine, Aspartate And Glutamate Metabolism; Glycine, Serine And Threonine Metabolism",['AA other'],AA other
GCC2cm,0.0649668393074494,0.2948011773802496,4.5377177114178355,Increased,dihydrolipoamide + Nicotinamide adenine dinucleotide <==> proton + lipoamide + Nicotinamide adenine dinucleotide - reduced,['Glycolysis/Gluconeogenesis'],Glycolysis/Gluconeogenesis,['Central Energy Metabolism'],Central Energy Metabolism
GHMT2rm,0.0004019566180532,0.2306325961620319,573.7748448552901,Increased,"L-serine + 5,6,7,8-Tetrahydrofolate <==> Glycine + Water + 5,10-Methylenetetrahydrofolate","['Alanine, Aspartate And Glutamate Metabolism', 'Biosynthesis Of Amino Acids', 'Cyanoamino Acid Metabolism', 'Folate Metabolism', 'Glycine, Serine And Threonine Metabolism', 'Glyoxylate And Dicarboxylate Metabolism', 'Methane Metabolism']","Alanine, Aspartate And Glutamate Metabolism; Biosynthesis Of Amino Acids; Cyanoamino Acid Metabolism; Folate Metabolism; Glycine, Serine And Threonine Metabolism; Glyoxylate And Dicarboxylate Metabolism; Methane Metabolism","['AA other', 'Cyanoamino Acid Metabolism', 'Folate Metabolism', 'Glyoxylate And Dicarboxylate Metabolism', 'Methane Metabolism']",AA other; Cyanoamino Acid Metabolism; Folate Metabolism; Glyoxylate And Dicarboxylate Metabolism; Methane Metabolism
GK1,0.0178122826035759,0.0264971428649968,1.4875770531328407,Increased,ATP + GMP <==> ADP + GDP,"['Nucleotide Interconversion', 'Nucleotide Metabolism', 'Purine Metabolism']",Nucleotide Interconversion; Nucleotide Metabolism; Purine Metabolism,"['Nucleotide metabolism', 'Nitrogen disposal']",Nucleotide metabolism; Nitrogen disposal
GLBRAN,0.0005899804395037,0.0008776413636086,1.4875770531424475,Increased,"glycogen, structure 1 (glycogenin-11[1,4-Glc]) --> glycogen, structure 2 (glycogenin-1,6-{7[1,4-Glc], 4[1,4-Glc]})",['Starch And Sucrose Metabolism'],Starch And Sucrose Metabolism,['Starch And Sucrose Metabolism'],Starch And Sucrose Metabolism
GLCt1,4.999999999998636,5.000000000000227,1.0000000000003184,Unchanged,D-glucose <==> D-glucose,['Extracellular Transport'],Extracellular Transport,['Extracellular Transport'],Extracellular Transport
GLGNS1,0.0005899804395037,0.0008776413636086,1.4875770531424475,Increased,"primed glycogenin (glycogenin-8[1,4-Glc]) + 3.0 UDPglucose --> glycogen, structure 1 (glycogenin-11[1,4-Glc]) + 3.0 proton + 3.0 UDP",['Starch And Sucrose Metabolism'],Starch And Sucrose Metabolism,['Starch And Sucrose Metabolism'],Starch And Sucrose Metabolism
GLNtN1,0.4832860896163262,0.4427318297559867,0.9160864325879213,Unchanged,L-Glutamine + proton + 2.0 Sodium <==> L-glutamine + proton + 2.0 Sodium,['Extracellular Transport'],Extracellular Transport,['Extracellular Transport'],Extracellular Transport
GLNtm,0.4643345930504586,0.4314210669465303,0.9291167907872167,Unchanged,L-glutamine --> L-glutamine,"['Transport, Mitochondrial']","Transport, Mitochondrial",['Mitochondrial transport'],Mitochondrial transport
GLUDxm,0.5820691757284773,0.334137441710495,0.5740510847225535,Decreased,L-glutamate(1-) + Water + Nicotinamide adenine dinucleotide <==> 2-Oxoglutarate + proton + Nicotinamide adenine dinucleotide - reduced + Ammonium,"['Alanine, Aspartate And Glutamate Metabolism', 'Arginine Biosynthesis', 'Nitrogen Metabolism', 'Taurine And Hypotaurine Metabolism']","Alanine, Aspartate And Glutamate Metabolism; Arginine Biosynthesis; Nitrogen Metabolism; Taurine And Hypotaurine Metabolism","['AA other', 'Nitrogen disposal', 'Taurine And Hypotaurine Metabolism']",AA other; Nitrogen disposal; Taurine And Hypotaurine Metabolism
GLUNm,0.4643345930504586,0.4314210669465303,0.9291167907872167,Unchanged,L-glutamine + Water --> L-glutamate(1-) + Ammonium,"['Alanine, Aspartate And Glutamate Metabolism', 'Arginine Biosynthesis']","Alanine, Aspartate And Glutamate Metabolism; Arginine Biosynthesis",['AA other'],AA other
GLUPRT,0.0045098843475884,0.0067088004680924,1.4875770532075485,Increased,L-glutamine + Water + 5-Phospho-alpha-D-ribose 1-diphosphate --> L-glutamate(1-) + Diphosphate + 5-Phospho-beta-D-ribosylamine,"['Alanine, Aspartate And Glutamate Metabolism', 'Purine Metabolism', 'Purine Synthesis']","Alanine, Aspartate And Glutamate Metabolism; Purine Metabolism; Purine Synthesis","['AA other', 'Nitrogen disposal', 'Nucleotide metabolism']",AA other; Nitrogen disposal; Nucleotide metabolism
GLUt2m,10.01771066180266,10.70895384849291,1.0690021113632227,Unchanged,L-glutamate(1-) + proton <==> L-glutamate(1-) + proton,"['Transport, Mitochondrial']","Transport, Mitochondrial",['Mitochondrial transport'],Mitochondrial transport
GLUt4,0.0777363119946341,0.05,0.643200053064665,Decreased,L-glutamate(1-) + Sodium --> L-glutamate(1-) + Sodium,['Extracellular Transport'],Extracellular Transport,['Extracellular Transport'],Extracellular Transport
GLYtm,0.0,0.0168810486047552,1000.0,On,Glycine <==> Glycine,"['Transport, Mitochondrial']","Transport, Mitochondrial",['Mitochondrial transport'],Mitochondrial transport
GMPR,1.0418890150139115,1.0057581678809997,0.9653217889695963,Unchanged,GMP + 2.0 proton + Nicotinamide adenine dinucleotide phosphate - reduced --> IMP + Nicotinamide adenine dinucleotide phosphate + Ammonium,"['Nucleotide Interconversion', 'Nucleotide Metabolism', 'Purine Metabolism']",Nucleotide Interconversion; Nucleotide Metabolism; Purine Metabolism,"['Nucleotide metabolism', 'Nitrogen disposal']",Nucleotide metabolism; Nitrogen disposal
GND,0.0080175185793683,0.0119266766621048,1.4875770531790278,Increased,6-Phospho-D-gluconate + Nicotinamide adenine dinucleotide phosphate --> carbon dioxide + Nicotinamide adenine dinucleotide phosphate - reduced + D-ribulose 5-phosphate(2-),"['Glutathione Metabolism', 'Pentose Phosphate Pathway']",Glutathione Metabolism; Pentose Phosphate Pathway,['Redox & Pentose Metabolism'],Redox & Pentose Metabolism
GPAM_hs,0.0116148006216829,0.0172779108814696,1.4875770531277666,Increased,R total Coenzyme A + Glycerol 3-phosphate --> lysophosphatidic acid + Coenzyme A,['Triacylglycerol Synthesis'],Triacylglycerol Synthesis,['Lipid metabolism'],Lipid metabolism
GPDDA1,0.0060531680716508,0.0090045539220324,1.4875770531143881,Increased,sn-Glycero-3-phosphocholine + Water --> Choline + Glycerol 3-phosphate + proton,['Glycerophospholipid Metabolism'],Glycerophospholipid Metabolism,['Lipid metabolism'],Lipid metabolism
GUAPRT,0.0167408500114427,0.0249033043269508,1.4875770531322428,Increased,Guanine + 5-Phospho-alpha-D-ribose 1-diphosphate --> GMP + Diphosphate,"['Nucleotide Metabolism', 'Nucleotide Salvage Pathway', 'Purine Metabolism']",Nucleotide Metabolism; Nucleotide Salvage Pathway; Purine Metabolism,"['Nucleotide metabolism', 'Nucleotide Salvage Pathway', 'Nitrogen disposal']",Nucleotide metabolism; Nucleotide Salvage Pathway; Nitrogen disposal
H2O2t,-0.0648951256625053,-0.0708287939043115,1.0914347292070123,Unchanged,Hydrogen peroxide <==> Hydrogen peroxide,['Extracellular Transport'],Extracellular Transport,['Extracellular Transport'],Extracellular Transport
H2Otm,-12.489511381294491,-13.651801370351684,1.0930612858720758,Unchanged,Water <==> Water,"['Transport, Mitochondrial']","Transport, Mitochondrial",['Mitochondrial transport'],Mitochondrial transport
HACD1m,0.0,-0.0091896936763232,1000.0,On,Acetoacetyl-CoA + proton + Nicotinamide adenine dinucleotide - reduced <==> (S)-3-hydroxybutanoyl-CoA(4-) + Nicotinamide adenine dinucleotide,"['Butanoate Metabolism', 'Fatty Acid Degradation', 'Fatty Acid Metabolism', 'Lysine Degradation', 'Tryptophan Metabolism']",Butanoate Metabolism; Fatty Acid Degradation; Fatty Acid Metabolism; Lysine Degradation; Tryptophan Metabolism,"['AA other', 'Lipid metabolism', 'AAA metabolism (Trp/Phe/Tyr)']",AA other; Lipid metabolism; AAA metabolism (Trp/Phe/Tyr)
HACD9m,0.0378992223427245,0.031999160831869,0.8443223595064576,Unchanged,"(2S,3S)-3-hydroxy-2-methylbutanoyl-CoA(4-) + Nicotinamide adenine dinucleotide <==> 2-methylacetoacetyl-CoA(4-) + proton + Nicotinamide adenine dinucleotide - reduced","['Valine, Leucine And Isoleucine Biosynthesis', 'Valine, Leucine And Isoleucine Degradation']","Valine, Leucine And Isoleucine Biosynthesis; Valine, Leucine And Isoleucine Degradation",['BCAA metabolism (Val/Leu/Iso)'],BCAA metabolism (Val/Leu/Iso)
HEX1,4.999999999998749,5.000000000000228,1.000000000000296,Unchanged,ATP + D-glucose --> ADP + D-Glucose 6-phosphate + proton,"['Glycolysis/Gluconeogenesis', 'Starch And Sucrose Metabolism']",Glycolysis/Gluconeogenesis; Starch And Sucrose Metabolism,"['Central Energy Metabolism', 'Starch And Sucrose Metabolism']",Central Energy Metabolism; Starch And Sucrose Metabolism
HIBDm,0.0266656603466716,0.0152883717815933,0.5733355777743412,Decreased,3-hydroxy-2-methylpropanoate + Nicotinamide adenine dinucleotide <==> 2-methyl-3-oxopropanoate + proton + Nicotinamide adenine dinucleotide - reduced,"['Valine, Leucine And Isoleucine Biosynthesis']","Valine, Leucine And Isoleucine Biosynthesis",['BCAA metabolism (Val/Leu/Iso)'],BCAA metabolism (Val/Leu/Iso)
HIStN1,0.0081924271307158,0.0121868666091934,1.4875770531423198,Increased,proton + L-Histidine + 2.0 Sodium <==> proton + L-histidine + 2.0 Sodium,['Extracellular Transport'],Extracellular Transport,['Extracellular Transport'],Extracellular Transport
HMGCOASim,0.0061776253250749,0.0091896936763232,1.487577053114949,Increased,Acetoacetyl-CoA + Acetyl-CoA + Water --> Coenzyme A + proton + Hydroxymethylglutaryl-CoA,"['Butanoate Metabolism', 'Synthesis And Degradation Of Ketone Bodies', 'Terpenoid Backbone Biosynthesis', 'Valine, Leucine And Isoleucine Degradation']","Butanoate Metabolism; Synthesis And Degradation Of Ketone Bodies; Terpenoid Backbone Biosynthesis; Valine, Leucine And Isoleucine Degradation","['AA other', 'Lipid metabolism', 'Terpenoid Backbone Biosynthesis', 'BCAA metabolism (Val/Leu/Iso)']",AA other; Lipid metabolism; Terpenoid Backbone Biosynthesis; BCAA metabolism (Val/Leu/Iso)
HMGLm,0.0061776253250749,0.0091896936763232,1.487577053114949,Increased,Hydroxymethylglutaryl-CoA --> acetoacetate + Acetyl-CoA,"['Butanoate Metabolism', 'Cholesterol Metabolism', 'Valine, Leucine And Isoleucine Degradation']","Butanoate Metabolism; Cholesterol Metabolism; Valine, Leucine And Isoleucine Degradation","['AA other', 'Lipid metabolism', 'BCAA metabolism (Val/Leu/Iso)']",AA other; Lipid metabolism; BCAA metabolism (Val/Leu/Iso)
HUMANGEM_MAR00120,0.0003376435591647,0.0005022708107547,1.4875770531422934,Increased,CDP-diacylglycerol(2-) <==> CDP-diacylglycerol(2-),"['Transport, Mitochondrial']","Transport, Mitochondrial",['Mitochondrial transport'],Mitochondrial transport
HUMANGEM_MAR00587,-0.00015159506738,-0.0002255093436041,1.4875770531426378,Increased,cardiolipin <==> cardiolipin,"['Transport, Mitochondrial']","Transport, Mitochondrial",['Mitochondrial transport'],Mitochondrial transport
HUMANGEM_MAR05036,0.0003376435591646,0.0005022708107549,1.4875770531433266,Increased,Guanosine --> Guanosine,"['Transport, Mitochondrial']","Transport, Mitochondrial",['Mitochondrial transport'],Mitochondrial transport
HUMANGEM_MAR05116,9.899976079124755,10.85142049164543,1.0961057284296782,Unchanged,proton + L-phenylalanine --> proton + L-phenylalanine,"['Transport, Mitochondrial']","Transport, Mitochondrial",['Mitochondrial transport'],Mitochondrial transport
HUMANGEM_MAR06107,-0.0222636880053614,-0.0500000000001484,2.2458094089401412,Increased,mono(glucosyluronic acid)bilirubin(2-) + Reduced glutathione + Bicarbonate <==> mono(glucosyluronic acid)bilirubin(2-) + Reduced glutathione + Bicarbonate,"['Transport, Endoplasmic Reticulum']","Transport, Endoplasmic Reticulum","['Transport, Endoplasmic Reticulum']","Transport, Endoplasmic Reticulum"
HUMANGEM_MAR08093,0.0378992223427245,0.031999160831869,0.8443223595064576,Unchanged,3-methyl-2-oxopentanoate + proton --> 3-methyl-2-oxopentanoate + proton,"['Transport, Mitochondrial']","Transport, Mitochondrial",['Mitochondrial transport'],Mitochondrial transport
HUMANGEM_MAR08651,-0.0035076342317799,-0.0052178761940122,1.4875770531423005,Increased,Carbamoyl phosphate + hydrogenphosphate + Diphosphate <==> Carbamoyl phosphate + hydrogenphosphate + Diphosphate,"['Transport, Mitochondrial']","Transport, Mitochondrial",['Mitochondrial transport'],Mitochondrial transport
HUMANGEM_MAR08891,0.0001860484917846,0.0002767614671505,1.487577053142275,Increased,Glycerol 3-phosphate --> Glycerol 3-phosphate,"['Transport, Mitochondrial']","Transport, Mitochondrial",['Mitochondrial transport'],Mitochondrial transport
HUMANGEM_MAR11363,0.0001860484917846,0.0002767614671505,1.487577053142275,Increased,phosphatidyl glycerol phosphate <==> phosphatidyl glycerol phosphate,"['Transport, Mitochondrial']","Transport, Mitochondrial",['Mitochondrial transport'],Mitochondrial transport
HUMANGEM_MAR11371,-0.00015159506738,-0.0002255093436041,1.4875770531426378,Increased,phosphatidylglycerol(1-) <==> phosphatidylglycerol(1-),"['Transport, Mitochondrial']","Transport, Mitochondrial",['Mitochondrial transport'],Mitochondrial transport
HUMANGEM_MAR11443,-9.899976079124755,-10.851420491645426,1.0961057284296778,Unchanged,proton + keto-phenylpyruvate <==> proton + keto-phenylpyruvate,"['Transport, Mitochondrial']","Transport, Mitochondrial",['Mitochondrial transport'],Mitochondrial transport
HUMANGEM_MAR20139,1.0429604476060446,1.0073520064190455,0.9658583014641325,Unchanged,CTP + GMP <==> CTP + GMP,"['Transport, Mitochondrial']","Transport, Mitochondrial",['Mitochondrial transport'],Mitochondrial transport
HUMANGEM_MAR20145,-1.0432980911652092,-1.0078542772298005,0.9660271458027655,Unchanged,CTP + IMP <==> CTP + IMP,"['Transport, Mitochondrial']","Transport, Mitochondrial",['Mitochondrial transport'],Mitochondrial transport
HUMANGEM_MAR20147,-0.0017699413185112,-0.0026329240908258,1.4875770531423633,Increased,CTP + UDP <==> CTP + UDP,"['Transport, Mitochondrial']","Transport, Mitochondrial",['Mitochondrial transport'],Mitochondrial transport
HUMANGEM_MAR20148,0.0017699413185112,0.0026329240908258,1.4875770531423633,Increased,CTP + UMP <==> CTP + UMP,"['Transport, Mitochondrial']","Transport, Mitochondrial",['Mitochondrial transport'],Mitochondrial transport
ICDHxm,0.5538832614408685,0.4879203658175663,0.880908306469297,Unchanged,Isocitrate + Nicotinamide adenine dinucleotide --> 2-Oxoglutarate + carbon dioxide + Nicotinamide adenine dinucleotide - reduced,"['2-oxocarboxylic Acid Metabolism', 'Biosynthesis Of Amino Acids', 'Citric Acid Cycle']",2-oxocarboxylic Acid Metabolism; Biosynthesis Of Amino Acids; Citric Acid Cycle,"['2-oxocarboxylic Acid Metabolism', 'AA other', 'Central Energy Metabolism']",2-oxocarboxylic Acid Metabolism; AA other; Central Energy Metabolism
ILETA,0.0378992223427245,0.031999160831869,0.8443223595064576,Unchanged,2-Oxoglutarate + L-isoleucine <==> 3-methyl-2-oxopentanoate + L-glutamate(1-),"['2-oxocarboxylic Acid Metabolism', 'Biosynthesis Of Amino Acids', 'Valine, Leucine And Isoleucine Biosynthesis', 'Valine, Leucine And Isoleucine Degradation']","2-oxocarboxylic Acid Metabolism; Biosynthesis Of Amino Acids; Valine, Leucine And Isoleucine Biosynthesis; Valine, Leucine And Isoleucine Degradation","['2-oxocarboxylic Acid Metabolism', 'AA other', 'BCAA metabolism (Val/Leu/Iso)']",2-oxocarboxylic Acid Metabolism; AA other; BCAA metabolism (Val/Leu/Iso)
ILEtec,0.0499999999999949,0.0500000000000019,1.0000000000001399,Unchanged,L-Isoleucine <==> L-isoleucine,['Extracellular Transport'],Extracellular Transport,['Extracellular Transport'],Extracellular Transport
IMPC,-0.0045098843475884,-0.0067088004680924,1.4875770532075485,Increased,Water + IMP <==> 5-Formamido-1-(5-phospho-D-ribosyl)imidazole-4-carboxamide,"['Purine Metabolism', 'Purine Synthesis']",Purine Metabolism; Purine Synthesis,"['Nitrogen disposal', 'Nucleotide metabolism']",Nitrogen disposal; Nucleotide metabolism
INSTt2,0.0004180348827753,0.0006218590991555,1.4875770534435486,Increased,proton + Myo-Inositol <==> proton + myo-inositol,['Extracellular Transport'],Extracellular Transport,['Extracellular Transport'],Extracellular Transport
KCCt,0.0134077108899109,0.0156301668538705,1.1657595380902763,Unchanged,Chloride + Potassium <==> Chloride + Potassium,['Extracellular Transport'],Extracellular Transport,['Extracellular Transport'],Extracellular Transport
KYN3OX,0.0090197686951769,0.0134176009361849,1.4875770532075434,Increased,L-kynurenine + proton + Nicotinamide adenine dinucleotide phosphate - reduced + O2 --> Water + 3-hydroxy-L-kynurenine + Nicotinamide adenine dinucleotide phosphate,['Tryptophan Metabolism'],Tryptophan Metabolism,['AAA metabolism (Trp/Phe/Tyr)'],AAA metabolism (Trp/Phe/Tyr)
MALCOAtm,-0.0864867545510492,-0.128655711468526,1.4875770531149528,Increased,Malonyl-CoA <==> Malonyl-CoA,"['Transport, Mitochondrial']","Transport, Mitochondrial",['Mitochondrial transport'],Mitochondrial transport
MALtm,-9.937961718568364,-10.63907885583872,1.0705493900183143,Unchanged,(S)-malate(2-) + hydrogenphosphate <==> (S)-malate(2-) + hydrogenphosphate,"['Transport, Mitochondrial']","Transport, Mitochondrial",['Mitochondrial transport'],Mitochondrial transport
MDH,0.0320806170656954,0.0477223897979937,1.487577053155391,Increased,(S)-malate(2-) + Nicotinamide adenine dinucleotide <==> proton + Nicotinamide adenine dinucleotide - reduced + Oxaloacetate,"['Citric Acid Cycle', 'Glyoxylate And Dicarboxylate Metabolism', 'Methane Metabolism', 'Pyruvate Metabolism']",Citric Acid Cycle; Glyoxylate And Dicarboxylate Metabolism; Methane Metabolism; Pyruvate Metabolism,"['Central Energy Metabolism', 'Glyoxylate And Dicarboxylate Metabolism', 'Methane Metabolism']",Central Energy Metabolism; Glyoxylate And Dicarboxylate Metabolism; Methane Metabolism
