reaction_id,flux_slow,flux_fast,flux_ratio,DRF_category,Formula,Pathways_list,Pathways,Pathway_Groups_list,Pathway Groups
ME2m,1.1625316804150234,1.0633075885954666,0.9146482685236296,Unchanged,(S)-malate(2-) + Nicotinamide adenine dinucleotide phosphate --> carbon dioxide + Nicotinamide adenine dinucleotide phosphate - reduced + pyruvate,['Pyruvate Metabolism'],Pyruvate Metabolism,['Central Energy Metabolism'],Central Energy Metabolism
METt4,0.0,0.0107386182701015,1000.0,On,L-Methionine + Sodium --> L-methionine + Sodium,['Extracellular Transport'],Extracellular Transport,['Extracellular Transport'],Extracellular Transport
METtec,0.0072188652328412,0.0,2000.0,Off,L-Methionine <==> L-methionine,['Extracellular Transport'],Extracellular Transport,['Extracellular Transport'],Extracellular Transport
MMEm,-0.0645648826893962,-0.0472875326134626,0.7324032917545882,Decreased,(R)-methylmalonyl-CoA(5-) <==> (S)-methylmalonyl-CoA(5-),"['Glyoxylate And Dicarboxylate Metabolism', 'Propanoate Metabolism', 'Valine, Leucine And Isoleucine Biosynthesis', 'Valine, Leucine And Isoleucine Degradation']","Glyoxylate And Dicarboxylate Metabolism; Propanoate Metabolism; Valine, Leucine And Isoleucine Biosynthesis; Valine, Leucine And Isoleucine Degradation","['Glyoxylate And Dicarboxylate Metabolism', 'Propanoate Metabolism', 'BCAA metabolism (Val/Leu/Iso)']",Glyoxylate And Dicarboxylate Metabolism; Propanoate Metabolism; BCAA metabolism (Val/Leu/Iso)
MMMm,0.0645648826893962,0.0472875326134626,0.7324032917545882,Decreased,(R)-methylmalonyl-CoA(5-) <==> Succinyl-CoA,"['Glyoxylate And Dicarboxylate Metabolism', 'Propanoate Metabolism', 'Valine, Leucine And Isoleucine Biosynthesis', 'Valine, Leucine And Isoleucine Degradation']","Glyoxylate And Dicarboxylate Metabolism; Propanoate Metabolism; Valine, Leucine And Isoleucine Biosynthesis; Valine, Leucine And Isoleucine Degradation","['Glyoxylate And Dicarboxylate Metabolism', 'Propanoate Metabolism', 'BCAA metabolism (Val/Leu/Iso)']",Glyoxylate And Dicarboxylate Metabolism; Propanoate Metabolism; BCAA metabolism (Val/Leu/Iso)
MMSAD1m,0.0266656603466716,0.0152883717815933,0.5733355777743412,Decreased,2-methyl-3-oxopropanoate + Coenzyme A + Nicotinamide adenine dinucleotide --> carbon dioxide + Nicotinamide adenine dinucleotide - reduced + Propanoyl-CoA,"['Valine, Leucine And Isoleucine Biosynthesis', 'Valine, Leucine And Isoleucine Degradation']","Valine, Leucine And Isoleucine Biosynthesis; Valine, Leucine And Isoleucine Degradation",['BCAA metabolism (Val/Leu/Iso)'],BCAA metabolism (Val/Leu/Iso)
MTHFCm,0.0,0.4769503580460697,1000.0,On,"Water + 5,10-Methenyltetrahydrofolate <==> 10-Formyltetrahydrofolate + proton",['Folate Metabolism'],Folate Metabolism,['Folate Metabolism'],Folate Metabolism
MTHFD2m,0.0,0.4769503580460696,1000.0,On,"5,10-Methylenetetrahydrofolate + Nicotinamide adenine dinucleotide <==> 5,10-Methenyltetrahydrofolate + Nicotinamide adenine dinucleotide - reduced",['Folate Metabolism'],Folate Metabolism,['Folate Metabolism'],Folate Metabolism
NADH2_u10m,5.234438444403889,5.921475801141275,1.1312533071187214,Unchanged,5.0 proton + Nicotinamide adenine dinucleotide - reduced + ubiquinone-10 --> 4.0 proton + Nicotinamide adenine dinucleotide + Ubiquinol-10,['Oxidative Phosphorylation'],Oxidative Phosphorylation,['Oxidative Phosphorylation'],Oxidative Phosphorylation
NDPK1,0.0039303777491035,0.0058467397500418,1.4875770532171906,Increased,ATP + GDP <==> ADP + GTP,"['Nucleotide Interconversion', 'Nucleotide Metabolism', 'Purine Metabolism']",Nucleotide Interconversion; Nucleotide Metabolism; Purine Metabolism,"['Nucleotide metabolism', 'Nitrogen disposal']",Nucleotide metabolism; Nitrogen disposal
NDPK10,0.0008039132361065,0.0011958828829768,1.4875770534251698,Increased,ATP + dIDP <==> ADP + dITP(4-),"['Nucleotide Interconversion', 'Nucleotide Metabolism', 'Purine Metabolism']",Nucleotide Interconversion; Nucleotide Metabolism; Purine Metabolism,"['Nucleotide metabolism', 'Nitrogen disposal']",Nucleotide metabolism; Nitrogen disposal
NDPK10n,-0.0008039132361065,-0.0011958828829768,1.4875770534251698,Increased,ATP + dIDP <==> ADP + dITP(4-),"['Nucleotide Interconversion', 'Nucleotide Metabolism', 'Purine Metabolism']",Nucleotide Interconversion; Nucleotide Metabolism; Purine Metabolism,"['Nucleotide metabolism', 'Nitrogen disposal']",Nucleotide metabolism; Nitrogen disposal
NDPK3m,-0.0014322977593465,-0.0021306532800711,1.4875770531423798,Increased,ATP + CDP <==> ADP + CTP,"['Nucleotide Interconversion', 'Nucleotide Metabolism', 'Pyrimidine Metabolism']",Nucleotide Interconversion; Nucleotide Metabolism; Pyrimidine Metabolism,['Nucleotide metabolism'],Nucleotide metabolism
NDPK4n,0.0008039132361065,0.0011958828827494,1.4875770531423034,Increased,ATP + dTDP <==> ADP + dTTP,"['Nucleotide Interconversion', 'Nucleotide Metabolism', 'Pyrimidine Metabolism']",Nucleotide Interconversion; Nucleotide Metabolism; Pyrimidine Metabolism,['Nucleotide metabolism'],Nucleotide metabolism
NDPK5,0.0005795065984847,0.0008620607180505,1.4875770531424932,Increased,ATP + dGDP <==> ADP + dGTP,"['Nucleotide Interconversion', 'Nucleotide Metabolism', 'Purine Metabolism']",Nucleotide Interconversion; Nucleotide Metabolism; Purine Metabolism,"['Nucleotide metabolism', 'Nitrogen disposal']",Nucleotide metabolism; Nitrogen disposal
NDPK6m,0.0008039132361065,0.0011958828827494,1.4875770531423034,Increased,ATP + dUDP <==> ADP + dUTP,"['Nucleotide Interconversion', 'Nucleotide Metabolism', 'Pyrimidine Metabolism']",Nucleotide Interconversion; Nucleotide Metabolism; Pyrimidine Metabolism,['Nucleotide metabolism'],Nucleotide metabolism
NDPK8,0.001607826472213,0.0023917657654988,1.4875770531423034,Increased,ATP + dADP <==> ADP + dATP,"['Nucleotide Interconversion', 'Nucleotide Metabolism', 'Purine Metabolism']",Nucleotide Interconversion; Nucleotide Metabolism; Purine Metabolism,"['Nucleotide metabolism', 'Nitrogen disposal']",Nucleotide metabolism; Nitrogen disposal
NDPK8m,0.0008039132361065,0.0011958828827494,1.4875770531423034,Increased,ATP + dADP --> ADP + dATP,"['Nucleotide Interconversion', 'Nucleotide Metabolism', 'Purine Metabolism']",Nucleotide Interconversion; Nucleotide Metabolism; Purine Metabolism,"['Nucleotide metabolism', 'Nitrogen disposal']",Nucleotide metabolism; Nitrogen disposal
NH4t,-1.042468521612396,-1.00662022859905,0.9656121098429917,Unchanged,Ammonium <==> Ammonium,['Extracellular Transport'],Extracellular Transport,['Extracellular Transport'],Extracellular Transport
NKCCt,-0.0134077108897972,-0.0156301668538705,1.1657595381001624,Unchanged,2.0 Chloride + Potassium + Sodium <==> 2.0 Chloride + Potassium + Sodium,['Extracellular Transport'],Extracellular Transport,['Extracellular Transport'],Extracellular Transport
NTD2,0.0052775755502911,0.0078508002848381,1.4875770531423407,Increased,Water + UMP --> hydrogenphosphate + Uridine,"['Nucleotide Metabolism', 'Pyrimidine Catabolism', 'Pyrimidine Metabolism']",Nucleotide Metabolism; Pyrimidine Catabolism; Pyrimidine Metabolism,['Nucleotide metabolism'],Nucleotide metabolism
NTD7,0.0008039132359928,0.0011958828827493,1.4875770533525716,Increased,AMP + Water --> Adenosine + hydrogenphosphate,"['Nucleotide Interconversion', 'Nucleotide Metabolism', 'Purine Metabolism']",Nucleotide Interconversion; Nucleotide Metabolism; Purine Metabolism,"['Nucleotide metabolism', 'Nitrogen disposal']",Nucleotide metabolism; Nitrogen disposal
NTD8,0.0164032064522781,0.0244010335161959,1.4875770531320145,Increased,dGMP + Water --> Deoxyguanosine + hydrogenphosphate,"['Nucleotide Interconversion', 'Nucleotide Metabolism', 'Purine Metabolism']",Nucleotide Interconversion; Nucleotide Metabolism; Purine Metabolism,"['Nucleotide metabolism', 'Nitrogen disposal']",Nucleotide metabolism; Nitrogen disposal
NTD9m,0.0003376435591646,0.0005022708107548,1.4875770531430301,Increased,GMP + Water --> Guanosine + hydrogenphosphate,['Nucleotide Interconversion'],Nucleotide Interconversion,['Nucleotide metabolism'],Nucleotide metabolism
O2Stm,-0.064895125662619,-0.0708287939043115,1.0914347292050999,Unchanged,superoxide <==> superoxide,"['Transport, Mitochondrial']","Transport, Mitochondrial",['Mitochondrial transport'],Mitochondrial transport
O2t,3.26328735604281,3.569006094050668,1.0936842835620166,Unchanged,O2 <==> O2,['Extracellular Transport'],Extracellular Transport,['Extracellular Transport'],Extracellular Transport
O2tm,3.244756283130952,3.5414396952155767,1.0914347292050997,Unchanged,O2 <==> O2,"['Transport, Mitochondrial']","Transport, Mitochondrial",['Mitochondrial transport'],Mitochondrial transport
OMPDC,0.0035076342317799,0.0052178761940122,1.4875770531423005,Increased,proton + Orotidine 5-phosphate --> carbon dioxide + UMP,"['Pyrimidine Metabolism', 'Pyrimidine Synthesis']",Pyrimidine Metabolism; Pyrimidine Synthesis,['Nucleotide metabolism'],Nucleotide metabolism
ORPT,0.0035076342317799,0.0052178761940122,1.4875770531423005,Increased,Orotate + 5-Phospho-alpha-D-ribose 1-diphosphate --> Orotidine 5-phosphate + Diphosphate,"['Pyrimidine Metabolism', 'Pyrimidine Synthesis']",Pyrimidine Metabolism; Pyrimidine Synthesis,['Nucleotide metabolism'],Nucleotide metabolism
P5CDm,0.0,0.026803630563721,1000.0,On,1-Pyrroline-5-carboxylate + 2.0 Water + Nicotinamide adenine dinucleotide --> L-glutamate(1-) + proton + Nicotinamide adenine dinucleotide - reduced,"['Alanine, Aspartate And Glutamate Metabolism']","Alanine, Aspartate And Glutamate Metabolism",['AA other'],AA other
PCm,0.5538832614408686,0.4879203658175664,0.880908306469297,Unchanged,ATP + Bicarbonate + pyruvate --> ADP + proton + Oxaloacetate + hydrogenphosphate,"['Biosynthesis Of Amino Acids', 'Citric Acid Cycle', 'Pyruvate Metabolism']",Biosynthesis Of Amino Acids; Citric Acid Cycle; Pyruvate Metabolism,"['AA other', 'Central Energy Metabolism']",AA other; Central Energy Metabolism
PCt,0.0060531680716508,0.0090045539220324,1.4875770531143881,Increased,ATP + Water + Phosphatidylcholine --> ADP + proton + Phosphatidylcholine + hydrogenphosphate,['Extracellular Transport'],Extracellular Transport,['Extracellular Transport'],Extracellular Transport
PDHm,0.6148260442993437,0.5845769164542235,0.9508005099562883,Unchanged,Coenzyme A + Nicotinamide adenine dinucleotide + pyruvate --> Acetyl-CoA + carbon dioxide + Nicotinamide adenine dinucleotide - reduced,"['2-oxocarboxylic Acid Metabolism', 'Glycolysis/Gluconeogenesis']",2-oxocarboxylic Acid Metabolism; Glycolysis/Gluconeogenesis,"['2-oxocarboxylic Acid Metabolism', 'Central Energy Metabolism']",2-oxocarboxylic Acid Metabolism; Central Energy Metabolism
PE_HSter,-0.0011484474801521,-0.0017084041182134,1.4875770531423338,Increased,Phosphatidylethanolamine (gallus gallus) <==> phosphatidylethanolamine,"['Transport, Endoplasmic Reticulum']","Transport, Endoplasmic Reticulum","['Transport, Endoplasmic Reticulum']","Transport, Endoplasmic Reticulum"
PFK,4.983891714859607,4.976037684661473,0.9984241170058497,Unchanged,"ATP + D-Fructose 6-phosphate --> ADP + D-Fructose 1,6-bisphosphate + proton",['Glycolysis/Gluconeogenesis'],Glycolysis/Gluconeogenesis,['Central Energy Metabolism'],Central Energy Metabolism
PGCD,0.0004019566180532,0.2306325961620328,573.7748448552923,Increased,3-Phospho-D-glycerate + Nicotinamide adenine dinucleotide --> 3-phosphonatooxypyruvate(3-) + proton + Nicotinamide adenine dinucleotide - reduced,"['Alanine, Aspartate And Glutamate Metabolism', 'Biosynthesis Of Amino Acids', 'Cysteine And Methionine Metabolism', 'Glycine, Serine And Threonine Metabolism', 'Methane Metabolism']","Alanine, Aspartate And Glutamate Metabolism; Biosynthesis Of Amino Acids; Cysteine And Methionine Metabolism; Glycine, Serine And Threonine Metabolism; Methane Metabolism","['AA other', 'Methane Metabolism']",AA other; Methane Metabolism
PGI,4.983891714859608,4.976037684661473,0.9984241170058495,Unchanged,D-Glucose 6-phosphate <==> D-Fructose 6-phosphate,['Glycolysis/Gluconeogenesis'],Glycolysis/Gluconeogenesis,['Central Energy Metabolism'],Central Energy Metabolism
PGK,-9.962035748677398,-9.94352525089636,0.9981418960694359,Unchanged,3-Phospho-D-glycerate + ATP <==> 3-Phospho-D-glyceroyl phosphate + ADP,"['Biosynthesis Of Amino Acids', 'Glycolysis/Gluconeogenesis']",Biosynthesis Of Amino Acids; Glycolysis/Gluconeogenesis,"['AA other', 'Central Energy Metabolism']",AA other; Central Energy Metabolism
PGL,0.0080175185793683,0.0119266766621048,1.4875770531790278,Increased,"6-phospho-D-glucono-1,5-lactone + Water --> 6-Phospho-D-gluconate + proton",['Pentose Phosphate Pathway'],Pentose Phosphate Pathway,['Redox & Pentose Metabolism'],Redox & Pentose Metabolism
PGM,-9.961633792059343,-9.712892654734324,0.9750300861768983,Unchanged,D-Glycerate 2-phosphate <==> 3-Phospho-D-glycerate,"['Biosynthesis Of Amino Acids', 'Glycine, Serine And Threonine Metabolism', 'Glycolysis/Gluconeogenesis', 'Methane Metabolism']","Biosynthesis Of Amino Acids; Glycine, Serine And Threonine Metabolism; Glycolysis/Gluconeogenesis; Methane Metabolism","['AA other', 'Central Energy Metabolism', 'Methane Metabolism']",AA other; Central Energy Metabolism; Methane Metabolism
PGMT,-0.0017699413185112,-0.0026329240908258,1.4875770531423633,Increased,D-Glucose 1-phosphate <==> D-Glucose 6-phosphate,['Glycolysis/Gluconeogenesis'],Glycolysis/Gluconeogenesis,['Central Energy Metabolism'],Central Energy Metabolism
PGPPTm,0.0001860484917846,0.0002767614671505,1.487577053142275,Increased,CDP-diacylglycerol(2-) + Glycerol 3-phosphate --> CMP + proton + phosphatidyl glycerol phosphate,['Glycerophospholipid Metabolism'],Glycerophospholipid Metabolism,['Lipid metabolism'],Lipid metabolism
PGPP_hs,0.0001860484917846,0.0002767614671505,1.487577053142275,Increased,Water + phosphatidyl glycerol phosphate --> phosphatidylglycerol(1-) + hydrogenphosphate,['Glycerophospholipid Metabolism'],Glycerophospholipid Metabolism,['Lipid metabolism'],Lipid metabolism
PHETA1,9.899976079124755,10.851420491645428,1.096105728429678,Unchanged,2-Oxoglutarate + L-phenylalanine <==> L-glutamate(1-) + keto-phenylpyruvate,"['2-oxocarboxylic Acid Metabolism', 'Biosynthesis Of Amino Acids', 'Phenylalanine Metabolism', 'Phenylalanine, Tyrosine And Tryptophan Biosynthesis']","2-oxocarboxylic Acid Metabolism; Biosynthesis Of Amino Acids; Phenylalanine Metabolism; Phenylalanine, Tyrosine And Tryptophan Biosynthesis","['2-oxocarboxylic Acid Metabolism', 'AA other', 'AAA metabolism (Trp/Phe/Tyr)']",2-oxocarboxylic Acid Metabolism; AA other; AAA metabolism (Trp/Phe/Tyr)
PHETA1m,-9.899976079124755,-10.851420491645428,1.096105728429678,Unchanged,2-Oxoglutarate + L-phenylalanine <==> L-glutamate(1-) + keto-phenylpyruvate,"['2-oxocarboxylic Acid Metabolism', 'Biosynthesis Of Amino Acids', 'Phenylalanine Metabolism', 'Phenylalanine, Tyrosine And Tryptophan Biosynthesis']","2-oxocarboxylic Acid Metabolism; Biosynthesis Of Amino Acids; Phenylalanine Metabolism; Phenylalanine, Tyrosine And Tryptophan Biosynthesis","['2-oxocarboxylic Acid Metabolism', 'AA other', 'AAA metabolism (Trp/Phe/Tyr)']",2-oxocarboxylic Acid Metabolism; AA other; AAA metabolism (Trp/Phe/Tyr)
PHEtec,0.0263232890651739,0.039157920776583,1.4875770531422499,Increased,L-phenylalanine <==> L-phenylalanine,['Extracellular Transport'],Extracellular Transport,['Extracellular Transport'],Extracellular Transport
PIt9,0.0361776345441729,0.0538170189858915,1.4875770531702648,Increased,2.0 Sodium + hydrogenphosphate <==> 2.0 Sodium + hydrogenphosphate,['Extracellular Transport'],Extracellular Transport,['Extracellular Transport'],Extracellular Transport
PIter,-0.0035076342317799,-0.0052178761940122,1.4875770531423005,Increased,hydrogenphosphate <==> hydrogenphosphate,"['Transport, Endoplasmic Reticulum']","Transport, Endoplasmic Reticulum","['Transport, Endoplasmic Reticulum']","Transport, Endoplasmic Reticulum"
PPAm,0.2639277128621384,0.3926128093415029,1.4875770531402386,Increased,Water + Diphosphate --> proton + 2.0 hydrogenphosphate,['Oxidative Phosphorylation'],Oxidative Phosphorylation,['Oxidative Phosphorylation'],Oxidative Phosphorylation
PPCOACm,0.0645648826893962,0.0472875326134626,0.7324032917545882,Decreased,ATP + Bicarbonate + Propanoyl-CoA --> ADP + proton + (S)-methylmalonyl-CoA(5-) + hydrogenphosphate,"['Glyoxylate And Dicarboxylate Metabolism', 'Propanoate Metabolism', 'Valine, Leucine And Isoleucine Biosynthesis', 'Valine, Leucine And Isoleucine Degradation']","Glyoxylate And Dicarboxylate Metabolism; Propanoate Metabolism; Valine, Leucine And Isoleucine Biosynthesis; Valine, Leucine And Isoleucine Degradation","['Glyoxylate And Dicarboxylate Metabolism', 'Propanoate Metabolism', 'BCAA metabolism (Val/Leu/Iso)']",Glyoxylate And Dicarboxylate Metabolism; Propanoate Metabolism; BCAA metabolism (Val/Leu/Iso)
PPItm,0.2631237996260319,0.3914169264587535,1.4875770531402324,Increased,Diphosphate <==> Diphosphate,"['Transport, Mitochondrial']","Transport, Mitochondrial",['Mitochondrial transport'],Mitochondrial transport
PPItr,0.0035076342317799,0.0052178761940122,1.4875770531423005,Increased,Diphosphate <==> Diphosphate,"['Transport, Endoplasmic Reticulum']","Transport, Endoplasmic Reticulum","['Transport, Endoplasmic Reticulum']","Transport, Endoplasmic Reticulum"
PPM,0.0167408500114427,0.0249033043269508,1.4875770531322428,Increased,alpha-D-Ribose 1-phosphate <==> alpha-D-Ribose 5-phosphate,"['Pentose Phosphate Pathway', 'Purine Metabolism']",Pentose Phosphate Pathway; Purine Metabolism,"['Redox & Pentose Metabolism', 'Nitrogen disposal']",Redox & Pentose Metabolism; Nitrogen disposal
PRAGSr,0.0045098843475884,0.0067088004680924,1.4875770532075485,Increased,ATP + Glycine + 5-Phospho-beta-D-ribosylamine <==> ADP + N1-(5-Phospho-D-ribosyl)glycinamide + proton + hydrogenphosphate,"['Purine Metabolism', 'Purine Synthesis']",Purine Metabolism; Purine Synthesis,"['Nitrogen disposal', 'Nucleotide metabolism']",Nitrogen disposal; Nucleotide metabolism
PRASCS,0.0045098843475884,0.0067088004680924,1.4875770532075485,Increased,5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxylate + L-aspartate(1-) + ATP <==> (S)-2-[5-Amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxamido]succinate + ADP + proton + hydrogenphosphate,"['Purine Metabolism', 'Purine Synthesis']",Purine Metabolism; Purine Synthesis,"['Nitrogen disposal', 'Nucleotide metabolism']",Nitrogen disposal; Nucleotide metabolism
PRFGS,0.0045098843475884,0.0067088004680924,1.4875770532075485,Increased,ATP + N2-Formyl-N1-(5-phospho-D-ribosyl)glycinamide + L-glutamine + Water --> ADP + 2-(Formamido)-N1-(5-phospho-D-ribosyl)acetamidine + L-glutamate(1-) + proton + hydrogenphosphate,"['Purine Metabolism', 'Purine Synthesis']",Purine Metabolism; Purine Synthesis,"['Nitrogen disposal', 'Nucleotide metabolism']",Nitrogen disposal; Nucleotide metabolism
PRO1xm,0.0,0.026803630563721,1000.0,On,Nicotinamide adenine dinucleotide + L-proline --> 1-Pyrroline-5-carboxylate + 2.0 proton + Nicotinamide adenine dinucleotide - reduced,"['Arginine And Proline Metabolism', 'Biosynthesis Of Amino Acids']",Arginine And Proline Metabolism; Biosynthesis Of Amino Acids,"['Arginine And Proline Metabolism', 'AA other']",Arginine And Proline Metabolism; AA other
PROt4,0.0155933901960099,0.05,3.2064868108536273,Increased,Sodium + L-Proline --> Sodium + L-proline,['Extracellular Transport'],Extracellular Transport,['Extracellular Transport'],Extracellular Transport
PROtm,0.0,0.026803630563721,1000.0,On,L-proline --> L-proline,"['Transport, Mitochondrial']","Transport, Mitochondrial",['Mitochondrial transport'],Mitochondrial transport
PRPPS,0.0247583685908111,0.0368299809890556,1.4875770531473869,Increased,ATP + alpha-D-Ribose 5-phosphate <==> AMP + proton + 5-Phospho-alpha-D-ribose 1-diphosphate,"['Biosynthesis Of Amino Acids', 'Pentose Phosphate Pathway', 'Purine Metabolism']",Biosynthesis Of Amino Acids; Pentose Phosphate Pathway; Purine Metabolism,"['AA other', 'Redox & Pentose Metabolism', 'Nitrogen disposal']",AA other; Redox & Pentose Metabolism; Nitrogen disposal
PSDm_hs,0.0011484474801521,0.0017084041182134,1.4875770531423338,Increased,proton + phosphatidylserine --> carbon dioxide + phosphatidylethanolamine,['Glycerophospholipid Metabolism'],Glycerophospholipid Metabolism,['Lipid metabolism'],Lipid metabolism
PSERT,0.0004019566180532,0.2306325961620328,573.7748448552923,Increased,3-phosphonatooxypyruvate(3-) + L-glutamate(1-) --> 2-Oxoglutarate + O-Phospho-L-serine,"['Alanine, Aspartate And Glutamate Metabolism', 'Biosynthesis Of Amino Acids', 'Cysteine And Methionine Metabolism', 'Glycine, Serine And Threonine Metabolism', 'Methane Metabolism']","Alanine, Aspartate And Glutamate Metabolism; Biosynthesis Of Amino Acids; Cysteine And Methionine Metabolism; Glycine, Serine And Threonine Metabolism; Methane Metabolism","['AA other', 'Methane Metabolism']",AA other; Methane Metabolism
PSERtm,-0.0004019566180532,-0.2306325961620319,573.7748448552901,Increased,O-Phospho-L-serine <==> O-Phospho-L-serine,"['Transport, Mitochondrial']","Transport, Mitochondrial",['Mitochondrial transport'],Mitochondrial transport
PSFLIP,0.0011484474801521,0.0017084041182134,1.4875770531423338,Increased,ATP + Water + phosphatidylserine --> ADP + proton + hydrogenphosphate + phosphatidylserine,['Extracellular Transport'],Extracellular Transport,['Extracellular Transport'],Extracellular Transport
PSP__Lm,0.0004019566180532,0.2306325961620319,573.7748448552901,Increased,Water + O-Phospho-L-serine --> hydrogenphosphate + L-serine,"['Alanine, Aspartate And Glutamate Metabolism', 'Glycine, Serine And Threonine Metabolism']","Alanine, Aspartate And Glutamate Metabolism; Glycine, Serine And Threonine Metabolism",['AA other'],AA other
PSSA1_hs,0.0015274351486023,0.0022721774772239,1.4875770531423782,Increased,Phosphatidylcholine + L-serine <==> Choline + phosphatidylserine,['Glycerophospholipid Metabolism'],Glycerophospholipid Metabolism,['Lipid metabolism'],Lipid metabolism
PUNP1,0.0008039132361065,0.0011958828827493,1.487577053142179,Increased,Adenosine + hydrogenphosphate <==> Adenine + alpha-D-Ribose 1-phosphate,"['Nucleotide Interconversion', 'Nucleotide Metabolism', 'Purine Metabolism']",Nucleotide Interconversion; Nucleotide Metabolism; Purine Metabolism,"['Nucleotide metabolism', 'Nitrogen disposal']",Nucleotide metabolism; Nitrogen disposal
PUNP2,-0.0008039132361065,-0.0011958828827494,1.4875770531423034,Increased,Deoxyadenosine + hydrogenphosphate <==> 2-Deoxy-D-ribose 1-phosphate + Adenine,"['Nucleotide Metabolism', 'Purine Catabolism', 'Purine Metabolism']",Nucleotide Metabolism; Purine Catabolism; Purine Metabolism,"['Nucleotide metabolism', 'Purine Catabolism', 'Nitrogen disposal']",Nucleotide metabolism; Purine Catabolism; Nitrogen disposal
PUNP3,0.0003376435591646,0.0005022708107549,1.4875770531433266,Increased,Guanosine + hydrogenphosphate <==> Guanine + alpha-D-Ribose 1-phosphate,"['Nucleotide Metabolism', 'Purine Catabolism', 'Purine Metabolism']",Nucleotide Metabolism; Purine Catabolism; Purine Metabolism,"['Nucleotide metabolism', 'Purine Catabolism', 'Nitrogen disposal']",Nucleotide metabolism; Purine Catabolism; Nitrogen disposal
PUNP4,0.0164032064522781,0.0244010335161959,1.4875770531320145,Increased,Deoxyguanosine + hydrogenphosphate <==> 2-Deoxy-D-ribose 1-phosphate + Guanine,"['Nucleotide Metabolism', 'Purine Catabolism', 'Purine Metabolism']",Nucleotide Metabolism; Purine Catabolism; Purine Metabolism,"['Nucleotide metabolism', 'Purine Catabolism', 'Nitrogen disposal']",Nucleotide metabolism; Purine Catabolism; Nitrogen disposal
PYK,9.961633792059343,9.712892654734322,0.9750300861768981,Unchanged,ADP + proton + Phosphoenolpyruvate --> ATP + pyruvate,"['Biosynthesis Of Amino Acids', 'Glycolysis/Gluconeogenesis', 'Pyruvate Metabolism']",Biosynthesis Of Amino Acids; Glycolysis/Gluconeogenesis; Pyruvate Metabolism,"['AA other', 'Central Energy Metabolism']",AA other; Central Energy Metabolism
PYNP2r,0.0155992932161715,0.0232051506334465,1.4875770531314938,Increased,hydrogenphosphate + Uridine <==> alpha-D-Ribose 1-phosphate + uracil,"['Nucleotide Metabolism', 'Pyrimidine Catabolism', 'Pyrimidine Metabolism']",Nucleotide Metabolism; Pyrimidine Catabolism; Pyrimidine Metabolism,['Nucleotide metabolism'],Nucleotide metabolism
PYRt2,-1.183143891831977,-0.7529066775303479,0.6363610400460666,Decreased,proton + Pyruvate <==> proton + pyruvate,['Extracellular Transport'],Extracellular Transport,['Extracellular Transport'],Extracellular Transport
RE0452M,0.0008039132361065,0.0011958828827494,1.4875770531423034,Increased,dATP + dTMP <==> dADP + dTDP,['Pyrimidine Synthesis'],Pyrimidine Synthesis,['Nucleotide metabolism'],Nucleotide metabolism
RE2675C,0.0004915355216188,0.0007311969625953,1.4875770527981584,Increased,dihydroceramide + proton + Nicotinamide adenine dinucleotide - reduced + O2 --> N-acylsphingosine + 2.0 Water + Nicotinamide adenine dinucleotide,['Sphingolipid Metabolism'],Sphingolipid Metabolism,['Lipid metabolism'],Lipid metabolism
RNDR2,0.0169827130507628,0.0252630942342465,1.4875770531323778,Increased,GDP + Reduced thioredoxin --> dGDP + Water + Oxidized thioredoxin,['Nucleotide Interconversion'],Nucleotide Interconversion,['Nucleotide metabolism'],Nucleotide metabolism
RNDR3,0.0011590131969695,0.001724121436101,1.4875770531423649,Increased,CDP + Reduced thioredoxin --> dCDP + Water + Oxidized thioredoxin,['Nucleotide Interconversion'],Nucleotide Interconversion,['Nucleotide metabolism'],Nucleotide metabolism
RPI,-0.0080175185793683,-0.0119266766621048,1.4875770531790278,Increased,alpha-D-Ribose 5-phosphate <==> D-ribulose 5-phosphate(2-),"['Biosynthesis Of Amino Acids', 'Pentose Phosphate Pathway']",Biosynthesis Of Amino Acids; Pentose Phosphate Pathway,"['AA other', 'Redox & Pentose Metabolism']",AA other; Redox & Pentose Metabolism
RTOTALt,0.0060531680716508,0.0090045539220324,1.4875770531143881,Increased,R total <==> R total,['Extracellular Transport'],Extracellular Transport,['Extracellular Transport'],Extracellular Transport
R_group_phosphotase_1,0.0121063361433017,0.0180091078440649,1.4875770531143842,Increased,R total + ATP + Coenzyme A --> R total Coenzyme A + AMP + Diphosphate,['Unknown'],Unknown,['Unknown'],Unknown
SACCD3m,0.0,0.0091896936763232,1000.0,On,2-Oxoglutarate + proton + L-lysinium(1+) + Nicotinamide adenine dinucleotide phosphate - reduced --> Water + Nicotinamide adenine dinucleotide phosphate + L-saccharopinate(1-),"['Lysine Degradation', 'Lysine Metabolism']",Lysine Degradation; Lysine Metabolism,"['AA other', 'Lysine Metabolism']",AA other; Lysine Metabolism
SERPT,0.0004915355216188,0.0007311969625953,1.4875770527981584,Increased,proton + Palmitoyl-CoA (n-C16:0CoA) + L-serine --> (2S)-1-hydroxy-3-oxooctadecan-2-aminium + carbon dioxide + Coenzyme A,['Sphingolipid Metabolism'],Sphingolipid Metabolism,['Lipid metabolism'],Lipid metabolism
