Pathway Groups,Increased,Decreased,On,Off,Unchanged,Increased_reactions,Decreased_reactions,Reversed_reactions,On_reactions,Off_reactions,Unchanged_reactions,n_reactions,flux_fast,flux_slow,total_flux_shift,mean_flux_shift
2-oxocarboxylic Acid Metabolism,40,26,20,4,64,ASPTA (1.49); r0034 (1.49); ASPTA (1.49); 3HKYNAKGAT (1.49); ACACT1r (1.49); FKYNH (1.49); KYN3OX (1.49); TRPO2 (1.49); r0647 (1.49); ASPTA (1.49); GHMT2rm (573.77); PGCD (573.77); PRPPS (1.49); PSERT (573.77); RPI (1.49); r0034 (1.49); FUM (1.49); MDH (1.49); ADSL1 (1.49); ADSS (1.49); ASPCTr (1.49); ASPTA (1.49); GCC2am (615.77); GCC2bim (615.77); GHMT2rm (573.77); GLUPRT (1.49); PGCD (573.77); PSERT (573.77); PSP__Lm (573.77); r0034 (1.49); AACOAT (1.49); ACACT1r (1.49); HMGCOASim (1.49); HMGLm (1.49); GCC2cm (4.54); PGMT (1.49); ACACT1r (1.49); GHMT2rm (573.77); MDH (1.49); ACACT1r (1.49),GLUDxm (0.57); VALTA (0.57); VALTA (0.57); VALTA (0.57); GLUDxm (0.57); 3HBCOAHLm (0.57); ECOAH12m (0.57); HIBDm (0.57); MMEm (0.73); MMMm (0.73); MMSAD1m (0.57); PPCOACm (0.73); VALTA (0.57); r0385 (0.57); r0560 (0.57); r0561 (0.57); 3HBCOAHLm (0.57); ECOAH12m (0.57); MMEm (0.73); MMMm (0.73); MMSAD1m (0.57); PPCOACm (0.73); VALTA (0.57); MMEm (0.73); MMMm (0.73); PPCOACm (0.73),,2OXOADOXm (1000.00); r0450 (1000.00); 2OXOADOXm (1000.00); SACCD3m (1000.00); r0450 (1000.00); r0525 (1000.00); r0594m (1000.00); 2OXOADOXm (1000.00); ECOAH1m (1000.00); HACD1m (1000.00); r0541 (1000.00); PRO1xm (1000.00); r0450 (1000.00); r0450 (1000.00); P5CDm (1000.00); ECOAH1m (1000.00); HACD1m (1000.00); SACCD3m (1000.00); r0450 (1000.00); r0525 (1000.00),ACACT1rm (2000.00); ACACT1rm (2000.00); ACACT1rm (2000.00); ACACT1rm (2000.00),ALATA__L (1.13); GLUNm (0.93); ACONTm (0.88); AKGDm (0.94); ALATA__L (1.13); CSm (0.88); ICDHxm (0.88); ILETA (0.84); PDHm (0.95); PHETA1 (1.10); PHETA1m (1.10); PHETA1 (1.10); PHETA1m (1.10); PHETA1 (1.10); PHETA1m (1.10); ACONTm (0.88); ALATA__L (1.13); CSm (0.88); ENO (0.98); ICDHxm (0.88); ILETA (0.84); PCm (0.88); PGK (1.00); PGM (0.98); PHETA1 (1.10); PHETA1m (1.10); PYK (0.98); ACONTm (0.88); AKGDm (0.94); CSm (0.88); FUMm (0.93); ICDHxm (0.88); PCm (0.88); SUCOASm (0.93); r0509 (0.93); ALATA__L (1.13); GLUNm (0.93); r0552 (1.04); r0552m (1.15); r0553 (1.04); r0553m (1.15); ACACT10m (0.84); ECOAH9m (0.84); HACD9m (0.84); ILETA (0.84); r0603 (0.84); r0604 (0.84); r0670 (0.84); ACACT10m (0.84); ECOAH9m (0.84); HACD9m (0.84); ILETA (0.84); ENO (0.98); GAPD (1.00); HEX1 (1.00); PDHm (0.95); PFK (1.00); PGI (1.00); PGK (1.00); PGM (0.98); PYK (0.98); TPI (1.00); _LDH__L (1.02); CSm (0.88),154,229.94553982530428,222.24399271344532,7.701547111858957,0.05001004618090232
"AA central (A/D/E,G/S/T)",167,10,8,1,59,ASPTA (1.49); r0034 (1.49); ASPTA (1.49); ASPTA (1.49); GHMT2rm (573.77); PGCD (573.77); PRPPS (1.49); PSERT (573.77); RPI (1.49); r0034 (1.49); r0034 (1.49); r0034 (1.49); PGCD (573.77); PSERT (573.77); GHMT2rm (573.77); GCC2am (615.77); GCC2bim (615.77); GHMT2rm (573.77); PGCD (573.77); PSERT (573.77); PSP__Lm (573.77); ASPCTr (1.49); CTPS2 (1.49); CYTDK1 (1.49); CYTK1 (1.49); CYTK1m (1.49); NDPK3m (1.49); NDPK4n (1.49); NDPK6m (1.49); NTD2 (1.49); OMPDC (1.49); ORPT (1.49); PYNP2r (1.49); URIDK2 (1.49); ASPCTr (1.49); CTPS2 (1.49); OMPDC (1.49); ORPT (1.49); RE0452M (1.49); _DHORD9 (1.49); _DHORTS (1.49); ADSL1 (1.49); ADSS (1.49); ASPCTr (1.49); ASPTA (1.49); GCC2am (615.77); GCC2bim (615.77); GHMT2rm (573.77); GLUPRT (1.49); PGCD (573.77); PSERT (573.77); PSP__Lm (573.77); r0034 (1.49); GHMT2rm (573.77); MDH (1.49); PGCD (573.77); PSERT (573.77); GCC2cm (4.54); PGMT (1.49); ACACT1r (1.49); GHMT2rm (573.77); MDH (1.49); AICART (1.49); FTHFL (1.49); GARFT (1.49); GHMT2rm (573.77); r0226 (1.49); ADSL2 (1.49); AICART (1.49); AIRCr (1.49); GARFT (1.49); GLUPRT (1.49); IMPC (1.49); PRAGSr (1.49); PRASCS (1.49); PRFGS (1.49); r0666 (1.49); ADK1 (1.49); ADKd (1.49); ADSL1 (1.49); ADSS (1.49); CYTDK1 (1.49); CYTK1 (1.49); CYTK12 (1.49); CYTK1m (1.49); GK1 (1.49); NDPK1 (1.49); NDPK10 (1.49); NDPK10n (1.49); NDPK3m (1.49); NDPK4n (1.49); NDPK5 (1.49); NDPK6m (1.49); NDPK8 (1.49); NDPK8m (1.49); NTD7 (1.49); NTD8 (1.49); NTD9m (1.49); PUNP1 (1.49); RNDR2 (1.49); RNDR3 (1.49); TMDSm (1.49); TRDR (1.49); UMPK2m (1.49); URIDK2 (1.49); _DADNK (1.49); _DGK1 (1.49); _DURIK1 (1.49); _DURIPP (1.49); _DUTPDPm (1.49); r0475 (1.49); r0531 (1.49); ADK1 (1.49); ADSL1 (1.49); ADSS (1.49); CTPS2 (1.49); CYTDK1 (1.49); CYTK1 (1.49); CYTK1m (1.49); GK1 (1.49); GUAPRT (1.49); NDPK1 (1.49); NDPK10 (1.49); NDPK10n (1.49); NDPK3m (1.49); NDPK4n (1.49); NDPK5 (1.49); NDPK6m (1.49); NDPK8 (1.49); NDPK8m (1.49); NTD2 (1.49); NTD7 (1.49); NTD8 (1.49); PUNP1 (1.49); PUNP2 (1.49); PUNP3 (1.49); PUNP4 (1.49); PYNP2r (1.49); URIDK2 (1.49); ADK1 (1.49); ADSL1 (1.49); ADSL2 (1.49); ADSS (1.49); AICART (1.49); AIRCr (1.49); GARFT (1.49); GK1 (1.49); GLUPRT (1.49); GUAPRT (1.49); IMPC (1.49); NDPK1 (1.49); NDPK10 (1.49); NDPK10n (1.49); NDPK5 (1.49); NDPK8 (1.49); NDPK8m (1.49); NTD7 (1.49); NTD8 (1.49); PPM (1.49); PRAGSr (1.49); PRASCS (1.49); PRFGS (1.49); PRPPS (1.49); PUNP1 (1.49); PUNP2 (1.49); PUNP3 (1.49); PUNP4 (1.49),GLUDxm (0.57); VALTA (0.57); VALTA (0.57); GLUDxm (0.57); GLUDxm (0.57); r1418 (0.55); GLUDxm (0.57); MMEm (0.73); MMMm (0.73); PPCOACm (0.73),,2OXOADOXm (1000.00); r0450 (1000.00); PRO1xm (1000.00); r0450 (1000.00); P5CDm (1000.00); FTHFDHm (1000.00); MTHFCm (1000.00); MTHFD2m (1000.00),ACACT1rm (2000.00),ALATA__L (1.13); GLUNm (0.93); ACONTm (0.88); AKGDm (0.94); ALATA__L (1.13); CSm (0.88); ICDHxm (0.88); ILETA (0.84); PDHm (0.95); PHETA1 (1.10); PHETA1m (1.10); ACONTm (0.88); ALATA__L (1.13); CSm (0.88); ENO (0.98); ICDHxm (0.88); ILETA (0.84); PCm (0.88); PGK (1.00); PGM (0.98); PHETA1 (1.10); PHETA1m (1.10); PYK (0.98); r1418c (1.06); r1418m (0.94); PGM (0.98); r0552 (1.04); r0552m (1.15); r0553 (1.04); r0553m (1.15); ALATA__L (1.13); GLUNm (0.93); r0552 (1.04); r0552m (1.15); r0553 (1.04); r0553m (1.15); ENO (0.98); PGM (0.98); ENO (0.98); GAPD (1.00); HEX1 (1.00); PDHm (0.95); PFK (1.00); PGI (1.00); PGK (1.00); PGM (0.98); PYK (0.98); TPI (1.00); _LDH__L (1.02); CSm (0.88); r0552 (1.04); r0553 (1.04); GMPR (0.97); ATPM (1.00); GMPR (0.97); r0276 (0.97); ATPM (1.00); GMPR (0.97); r0276 (0.97),245,271.03762347756054,261.72787928308793,9.309744194472614,0.03799895589580659
AA other (Cys/Met/Lys/Arg/Pro),65,17,27,9,47,ASPTA (1.49); r0034 (1.49); ASPTA (1.49); 3HKYNAKGAT (1.49); ACACT1r (1.49); FKYNH (1.49); KYN3OX (1.49); TRPO2 (1.49); r0647 (1.49); ASPTA (1.49); GHMT2rm (573.77); PGCD (573.77); PRPPS (1.49); PSERT (573.77); RPI (1.49); r0034 (1.49); r0034 (1.49); r0034 (1.49); PGCD (573.77); PSERT (573.77); GCC2am (615.77); GCC2bim (615.77); GHMT2rm (573.77); PGCD (573.77); PSERT (573.77); PSP__Lm (573.77); ADSL1 (1.49); ADSS (1.49); ASPCTr (1.49); ASPTA (1.49); GCC2am (615.77); GCC2bim (615.77); GHMT2rm (573.77); GLUPRT (1.49); PGCD (573.77); PSERT (573.77); PSP__Lm (573.77); r0034 (1.49); AACOAT (1.49); ACACT1r (1.49); HMGCOASim (1.49); HMGLm (1.49); GHMT2rm (573.77); MDH (1.49); PGCD (573.77); PSERT (573.77); AACOAT (1.49); ACACT1r (1.49); HMGCOASim (1.49); HMGLm (1.49); ACACT1r (1.49); HMGCOASim (1.49); ACACT1r (1.49); GHMT2rm (573.77); MDH (1.49); ACACT1r (1.49); ACACT1r (1.49); ACCOACm (1.49); _LCAT1e (1.49); ACACT1r (1.49); ACCOACm (1.49); ACACT1r (1.49); ACCOACm (1.49); FUM (1.49); MDH (1.49),GLUDxm (0.57); VALTA (0.57); VALTA (0.57); GLUDxm (0.57); GLUDxm (0.57); r1418 (0.55); GLUDxm (0.57); 3HBCOAHLm (0.57); ECOAH12m (0.57); MMEm (0.73); MMMm (0.73); MMSAD1m (0.57); PPCOACm (0.73); VALTA (0.57); MMEm (0.73); MMMm (0.73); PPCOACm (0.73),,2OXOADOXm (1000.00); r0450 (1000.00); 2OXOADOXm (1000.00); SACCD3m (1000.00); r0450 (1000.00); r0525 (1000.00); r0594m (1000.00); 2OXOADOXm (1000.00); ECOAH1m (1000.00); HACD1m (1000.00); r0541 (1000.00); PRO1xm (1000.00); r0450 (1000.00); r0450 (1000.00); P5CDm (1000.00); PRO1xm (1000.00); ECOAH1m (1000.00); HACD1m (1000.00); ECOAH1m (1000.00); HACD1m (1000.00); SACCD3m (1000.00); r0450 (1000.00); r0525 (1000.00); ECOAH1m (1000.00); HACD1m (1000.00); ECOAH1m (1000.00); HACD1m (1000.00),ACACT1rm (2000.00); ACACT1rm (2000.00); ACACT1rm (2000.00); ACACT1rm (2000.00); ACACT1rm (2000.00); ACACT1rm (2000.00); ACACT1rm (2000.00); ACACT1rm (2000.00); ACACT1rm (2000.00),ALATA__L (1.13); GLUNm (0.93); ACONTm (0.88); AKGDm (0.94); ALATA__L (1.13); CSm (0.88); ICDHxm (0.88); ILETA (0.84); PDHm (0.95); PHETA1 (1.10); PHETA1m (1.10); ACONTm (0.88); ALATA__L (1.13); CSm (0.88); ENO (0.98); ICDHxm (0.88); ILETA (0.84); PCm (0.88); PGK (1.00); PGM (0.98); PHETA1 (1.10); PHETA1m (1.10); PYK (0.98); r1418c (1.06); r1418m (0.94); PGM (0.98); r0552 (1.04); r0552m (1.15); r0553 (1.04); r0553m (1.15); ALATA__L (1.13); GLUNm (0.93); r0552 (1.04); r0552m (1.15); r0553 (1.04); r0553m (1.15); ACACT10m (0.84); ECOAH9m (0.84); HACD9m (0.84); ILETA (0.84); ENO (0.98); PGM (0.98); CSm (0.88); FUMm (0.93); ME2m (0.91); PCm (0.88); PYK (0.98),165,157.25287366073763,150.24392829325777,7.008945367479868,0.042478456772605255
AAA metabolism (Trp/Phe/Tyr),37,12,24,9,34,ASPTA (1.49); 3HKYNAKGAT (1.49); ACACT1r (1.49); FKYNH (1.49); KYN3OX (1.49); TRPO2 (1.49); r0647 (1.49); ASPTA (1.49); GHMT2rm (573.77); PGCD (573.77); PRPPS (1.49); PSERT (573.77); RPI (1.49); r0034 (1.49); AACOAT (1.49); ACACT1r (1.49); HMGCOASim (1.49); HMGLm (1.49); AACOAT (1.49); ACACT1r (1.49); HMGCOASim (1.49); HMGLm (1.49); ACACT1r (1.49); HMGCOASim (1.49); ACACT1r (1.49); GHMT2rm (573.77); MDH (1.49); ACACT1r (1.49); ACACT1r (1.49); ACCOACm (1.49); _LCAT1e (1.49); ACACT1r (1.49); ACCOACm (1.49); ACACT1r (1.49); ACCOACm (1.49); FUM (1.49); MDH (1.49),VALTA (0.57); VALTA (0.57); 3HBCOAHLm (0.57); ECOAH12m (0.57); MMEm (0.73); MMMm (0.73); MMSAD1m (0.57); PPCOACm (0.73); VALTA (0.57); MMEm (0.73); MMMm (0.73); PPCOACm (0.73),,2OXOADOXm (1000.00); r0450 (1000.00); 2OXOADOXm (1000.00); SACCD3m (1000.00); r0450 (1000.00); r0525 (1000.00); r0594m (1000.00); 2OXOADOXm (1000.00); ECOAH1m (1000.00); HACD1m (1000.00); r0541 (1000.00); PRO1xm (1000.00); r0450 (1000.00); ECOAH1m (1000.00); HACD1m (1000.00); ECOAH1m (1000.00); HACD1m (1000.00); SACCD3m (1000.00); r0450 (1000.00); r0525 (1000.00); ECOAH1m (1000.00); HACD1m (1000.00); ECOAH1m (1000.00); HACD1m (1000.00),ACACT1rm (2000.00); ACACT1rm (2000.00); ACACT1rm (2000.00); ACACT1rm (2000.00); ACACT1rm (2000.00); ACACT1rm (2000.00); ACACT1rm (2000.00); ACACT1rm (2000.00); ACACT1rm (2000.00),ACONTm (0.88); AKGDm (0.94); ALATA__L (1.13); CSm (0.88); ICDHxm (0.88); ILETA (0.84); PDHm (0.95); PHETA1 (1.10); PHETA1m (1.10); PHETA1 (1.10); PHETA1m (1.10); PHETA1 (1.10); PHETA1m (1.10); ACONTm (0.88); ALATA__L (1.13); CSm (0.88); ENO (0.98); ICDHxm (0.88); ILETA (0.84); PCm (0.88); PGK (1.00); PGM (0.98); PHETA1 (1.10); PHETA1m (1.10); PYK (0.98); ACACT10m (0.84); ECOAH9m (0.84); HACD9m (0.84); ILETA (0.84); CSm (0.88); FUMm (0.93); ME2m (0.91); PCm (0.88); PYK (0.98),116,146.45337014219993,139.5489536896185,6.904416452581444,0.05952083148777107
BCAA metabolism (Val/Leu/Iso),40,27,19,9,38,ASPTA (1.49); 3HKYNAKGAT (1.49); ACACT1r (1.49); FKYNH (1.49); KYN3OX (1.49); TRPO2 (1.49); r0647 (1.49); ASPTA (1.49); GHMT2rm (573.77); PGCD (573.77); PRPPS (1.49); PSERT (573.77); RPI (1.49); r0034 (1.49); AACOAT (1.49); ACACT1r (1.49); HMGCOASim (1.49); HMGLm (1.49); AACOAT (1.49); ACACT1r (1.49); HMGCOASim (1.49); HMGLm (1.49); HMGLm (1.49); ACACT1r (1.49); HMGCOASim (1.49); ACACT1r (1.49); GHMT2rm (573.77); MDH (1.49); ACACT1r (1.49); ACACT1r (1.49); ACCOACm (1.49); _LCAT1e (1.49); ACACT1r (1.49); ACCOACm (1.49); ACACT1r (1.49); ACCOACm (1.49); FUM (1.49); MDH (1.49); HMGCOASim (1.49); ACCOACm (1.49),VALTA (0.57); VALTA (0.57); VALTA (0.57); 3HBCOAHLm (0.57); ECOAH12m (0.57); HIBDm (0.57); MMEm (0.73); MMMm (0.73); MMSAD1m (0.57); PPCOACm (0.73); VALTA (0.57); r0385 (0.57); r0560 (0.57); r0561 (0.57); 3HBCOAHLm (0.57); ECOAH12m (0.57); MMEm (0.73); MMMm (0.73); MMSAD1m (0.57); PPCOACm (0.73); VALTA (0.57); MMEm (0.73); MMMm (0.73); PPCOACm (0.73); MMEm (0.73); MMMm (0.73); PPCOACm (0.73),,2OXOADOXm (1000.00); r0450 (1000.00); 2OXOADOXm (1000.00); ECOAH1m (1000.00); HACD1m (1000.00); r0541 (1000.00); PRO1xm (1000.00); r0450 (1000.00); ECOAH1m (1000.00); HACD1m (1000.00); ECOAH1m (1000.00); HACD1m (1000.00); SACCD3m (1000.00); r0450 (1000.00); r0525 (1000.00); ECOAH1m (1000.00); HACD1m (1000.00); ECOAH1m (1000.00); HACD1m (1000.00),ACACT1rm (2000.00); ACACT1rm (2000.00); ACACT1rm (2000.00); ACACT1rm (2000.00); ACACT1rm (2000.00); ACACT1rm (2000.00); ACACT1rm (2000.00); ACACT1rm (2000.00); ACACT1rm (2000.00),ACONTm (0.88); AKGDm (0.94); ALATA__L (1.13); CSm (0.88); ICDHxm (0.88); ILETA (0.84); PDHm (0.95); PHETA1 (1.10); PHETA1m (1.10); ACONTm (0.88); ALATA__L (1.13); CSm (0.88); ENO (0.98); ICDHxm (0.88); ILETA (0.84); PCm (0.88); PGK (1.00); PGM (0.98); PHETA1 (1.10); PHETA1m (1.10); PYK (0.98); ACACT10m (0.84); ECOAH9m (0.84); HACD9m (0.84); ILETA (0.84); r0603 (0.84); r0604 (0.84); r0670 (0.84); ACACT10m (0.84); ECOAH9m (0.84); HACD9m (0.84); ILETA (0.84); CSm (0.88); FUMm (0.93); ME2m (0.91); PCm (0.88); PYK (0.98); SUCOASm (0.93),133,104.89379796040183,102.12756777891299,2.7662301814888366,0.020798723169088998
Biomass And Maintenance Functions,56,0,0,0,7,BIOMASS_maintenance (1.49); ADK1 (1.49); ADSL1 (1.49); ADSS (1.49); CTPS2 (1.49); CYTDK1 (1.49); CYTK1 (1.49); CYTK1m (1.49); GK1 (1.49); GUAPRT (1.49); NDPK1 (1.49); NDPK10 (1.49); NDPK10n (1.49); NDPK3m (1.49); NDPK4n (1.49); NDPK5 (1.49); NDPK6m (1.49); NDPK8 (1.49); NDPK8m (1.49); NTD2 (1.49); NTD7 (1.49); NTD8 (1.49); PUNP1 (1.49); PUNP2 (1.49); PUNP3 (1.49); PUNP4 (1.49); PYNP2r (1.49); URIDK2 (1.49); ADK1 (1.49); ADSL1 (1.49); ADSL2 (1.49); ADSS (1.49); AICART (1.49); AIRCr (1.49); GARFT (1.49); GK1 (1.49); GLUPRT (1.49); GUAPRT (1.49); IMPC (1.49); NDPK1 (1.49); NDPK10 (1.49); NDPK10n (1.49); NDPK5 (1.49); NDPK8 (1.49); NDPK8m (1.49); NTD7 (1.49); NTD8 (1.49); PPM (1.49); PRAGSr (1.49); PRASCS (1.49); PRFGS (1.49); PRPPS (1.49); PUNP1 (1.49); PUNP2 (1.49); PUNP3 (1.49); PUNP4 (1.49),,,,,ATPM (1.00); ATPM (1.00); GMPR (0.97); r0276 (0.97); ATPM (1.00); GMPR (0.97); r0276 (0.97),63,60.77295886847117,60.50779905405976,0.2651598144114118,0.004208885943038283
Biosynthesis Of Amino Acids,92,28,20,4,83,ASPTA (1.49); r0034 (1.49); ASPTA (1.49); ASPTA (1.49); GHMT2rm (573.77); PGCD (573.77); PRPPS (1.49); PSERT (573.77); RPI (1.49); r0034 (1.49); FUM (1.49); MDH (1.49); r0034 (1.49); r0034 (1.49); PGCD (573.77); PSERT (573.77); GHMT2rm (573.77); GCC2am (615.77); GCC2bim (615.77); GHMT2rm (573.77); PGCD (573.77); PSERT (573.77); PSP__Lm (573.77); ADSL1 (1.49); ADSS (1.49); ASPCTr (1.49); ASPTA (1.49); GCC2am (615.77); GCC2bim (615.77); GHMT2rm (573.77); GLUPRT (1.49); PGCD (573.77); PSERT (573.77); PSP__Lm (573.77); r0034 (1.49); AACOAT (1.49); ACACT1r (1.49); HMGCOASim (1.49); HMGLm (1.49); GHMT2rm (573.77); MDH (1.49); PGCD (573.77); PSERT (573.77); GCC2cm (4.54); PGMT (1.49); ACACT1r (1.49); GHMT2rm (573.77); MDH (1.49); ACACT1r (1.49); ACACT1r (1.49); ACCOACm (1.49); FUM (1.49); MDH (1.49); AICART (1.49); FTHFL (1.49); GARFT (1.49); GHMT2rm (573.77); r0226 (1.49); ADK1 (1.49); ADSL1 (1.49); ADSL2 (1.49); ADSS (1.49); AICART (1.49); AIRCr (1.49); GARFT (1.49); GK1 (1.49); GLUPRT (1.49); GUAPRT (1.49); IMPC (1.49); NDPK1 (1.49); NDPK10 (1.49); NDPK10n (1.49); NDPK5 (1.49); NDPK8 (1.49); NDPK8m (1.49); NTD7 (1.49); NTD8 (1.49); PPM (1.49); PRAGSr (1.49); PRASCS (1.49); PRFGS (1.49); PRPPS (1.49); PUNP1 (1.49); PUNP2 (1.49); PUNP3 (1.49); PUNP4 (1.49); G6PDH2r (1.49); GND (1.49); PGL (1.49); PPM (1.49); PRPPS (1.49); RPI (1.49),GLUDxm (0.57); VALTA (0.57); VALTA (0.57); VALTA (0.57); GLUDxm (0.57); r1418 (0.55); GLUDxm (0.57); 3HBCOAHLm (0.57); ECOAH12m (0.57); HIBDm (0.57); MMEm (0.73); MMMm (0.73); MMSAD1m (0.57); PPCOACm (0.73); VALTA (0.57); r0385 (0.57); r0560 (0.57); r0561 (0.57); 3HBCOAHLm (0.57); ECOAH12m (0.57); MMEm (0.73); MMMm (0.73); MMSAD1m (0.57); PPCOACm (0.73); VALTA (0.57); MMEm (0.73); MMMm (0.73); PPCOACm (0.73),,2OXOADOXm (1000.00); r0450 (1000.00); 2OXOADOXm (1000.00); SACCD3m (1000.00); r0450 (1000.00); r0525 (1000.00); r0594m (1000.00); PRO1xm (1000.00); r0450 (1000.00); r0450 (1000.00); P5CDm (1000.00); PRO1xm (1000.00); ECOAH1m (1000.00); HACD1m (1000.00); SACCD3m (1000.00); r0450 (1000.00); r0525 (1000.00); FTHFDHm (1000.00); MTHFCm (1000.00); MTHFD2m (1000.00),ACACT1rm (2000.00); ACACT1rm (2000.00); ACACT1rm (2000.00); ACACT1rm (2000.00),ALATA__L (1.13); GLUNm (0.93); ACONTm (0.88); AKGDm (0.94); ALATA__L (1.13); CSm (0.88); ICDHxm (0.88); ILETA (0.84); PDHm (0.95); PHETA1 (1.10); PHETA1m (1.10); PHETA1 (1.10); PHETA1m (1.10); PHETA1 (1.10); PHETA1m (1.10); ACONTm (0.88); ALATA__L (1.13); CSm (0.88); ENO (0.98); ICDHxm (0.88); ILETA (0.84); PCm (0.88); PGK (1.00); PGM (0.98); PHETA1 (1.10); PHETA1m (1.10); PYK (0.98); ACONTm (0.88); AKGDm (0.94); CSm (0.88); FUMm (0.93); ICDHxm (0.88); PCm (0.88); SUCOASm (0.93); r0509 (0.93); r1418c (1.06); r1418m (0.94); PGM (0.98); r0552 (1.04); r0552m (1.15); r0553 (1.04); r0553m (1.15); ALATA__L (1.13); GLUNm (0.93); r0552 (1.04); r0552m (1.15); r0553 (1.04); r0553m (1.15); ACACT10m (0.84); ECOAH9m (0.84); HACD9m (0.84); ILETA (0.84); r0603 (0.84); r0604 (0.84); r0670 (0.84); ACACT10m (0.84); ECOAH9m (0.84); HACD9m (0.84); ILETA (0.84); ENO (0.98); PGM (0.98); ENO (0.98); GAPD (1.00); HEX1 (1.00); PDHm (0.95); PFK (1.00); PGI (1.00); PGK (1.00); PGM (0.98); PYK (0.98); TPI (1.00); _LDH__L (1.02); CSm (0.88); FUMm (0.93); ME2m (0.91); PCm (0.88); PYK (0.98); r0552 (1.04); r0553 (1.04); ATPM (1.00); GMPR (0.97); r0276 (0.97); FBA (1.00),227,316.1571065749717,304.3381486904172,11.818957884554493,0.05206589376455724
Butanoate Metabolism,31,10,15,9,9,3HKYNAKGAT (1.49); ACACT1r (1.49); FKYNH (1.49); KYN3OX (1.49); TRPO2 (1.49); r0647 (1.49); AACOAT (1.49); ACACT1r (1.49); HMGCOASim (1.49); HMGLm (1.49); AACOAT (1.49); ACACT1r (1.49); HMGCOASim (1.49); HMGLm (1.49); HMGLm (1.49); ACACT1r (1.49); HMGCOASim (1.49); ACACT1r (1.49); GHMT2rm (573.77); MDH (1.49); ACACT1r (1.49); ACACT1r (1.49); ACCOACm (1.49); _LCAT1e (1.49); ACACT1r (1.49); ACCOACm (1.49); ACACT1r (1.49); ACCOACm (1.49); FUM (1.49); MDH (1.49); HMGCOASim (1.49),3HBCOAHLm (0.57); ECOAH12m (0.57); MMEm (0.73); MMMm (0.73); MMSAD1m (0.57); PPCOACm (0.73); VALTA (0.57); MMEm (0.73); MMMm (0.73); PPCOACm (0.73),,2OXOADOXm (1000.00); ECOAH1m (1000.00); HACD1m (1000.00); r0541 (1000.00); ECOAH1m (1000.00); HACD1m (1000.00); ECOAH1m (1000.00); HACD1m (1000.00); SACCD3m (1000.00); r0450 (1000.00); r0525 (1000.00); ECOAH1m (1000.00); HACD1m (1000.00); ECOAH1m (1000.00); HACD1m (1000.00),ACACT1rm (2000.00); ACACT1rm (2000.00); ACACT1rm (2000.00); ACACT1rm (2000.00); ACACT1rm (2000.00); ACACT1rm (2000.00); ACACT1rm (2000.00); ACACT1rm (2000.00); ACACT1rm (2000.00),ACACT10m (0.84); ECOAH9m (0.84); HACD9m (0.84); ILETA (0.84); CSm (0.88); FUMm (0.93); ME2m (0.91); PCm (0.88); PYK (0.98),74,14.427343239578114,14.614164469457931,-0.18682122987981664,-0.0025246112145921166
