"Genes","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"LOC112530089",1.25107716952789,-2.43212719121565,0.874313688293742,-2.78175582034184,0.00540657013515449,0.0388524208033562
"LOC107051961",8.21624471117132,-1.51250803180759,0.49203706454794,-3.07397174072082,0.00211229440036531,0.019978446807446
"REV1",245.214589364667,1.33544076988836,0.25626452458718,5.2111807985894,1.87642473241955e-07,1.75189836381353e-05
"PECAM1",5.03299272036156,-1.38308741090725,0.466430539754745,-2.96525911796962,0.00302428081979956,0.0258751880073112
"LARGE1",87.2235196385983,1.53367462028591,0.401839442303183,3.81663534942091,0.000135283877882529,0.0027021693857768
"DACH1",11.3226605116813,1.8328180777206,0.516118645017792,3.55115649359541,0.000383542290343242,0.00576435998315867
"CTNNA1",134.975348338201,-1.02518208811549,0.223081447087679,-4.59555064528768,4.31607940869701e-06,0.000187293530397119
"ITGAV",33.7540584841678,1.20380606589222,0.327060418282697,3.68068405285196,0.000232609085498673,0.00398702972139867
"RFX7",2.87969338797482,1.82953591248464,0.686014372379706,2.66690609722677,0.00765530578235457,0.0495730544259936
"RGMA",18.5708911183494,1.22115108141465,0.295023489711345,4.13916560545549,3.48571271337215e-05,0.000980774508666629
"ATPAF1",96.5330385226306,1.69951342602285,0.3138515785563,5.41502271181977,6.12809268707139e-08,6.74309056030963e-06
"LARP4B",11.983886175232,1.28285239399215,0.409581673014212,3.13210399418344,0.00173558387471672,0.0174343173601563
"LOC124417768",5.08392062353603,2.09381734964,0.631766138515756,3.31422851272011,0.000918963716630826,0.010837616118429
"TMEM198",2.28573449116561,2.26481317714199,0.692897959408088,3.26860996830863,0.0010807717011216,0.0121749821248836
"CYB561D2",2.12178964803116,2.56825568527278,0.7274048673744,3.53071006321832,0.000414445775651118,0.00611692184326273
"SLC16A10",333.450811310813,1.17268644047125,0.259076180683835,4.52641550209646,5.99925708442081e-06,0.00024893886972526
"OLFM1",20.6737450673404,-1.38069696085761,0.442151776880991,-3.12267649492956,0.00179214616097858,0.0177972677581789
"DAPK3",51.7395950559431,1.17967807474432,0.378766277742759,3.11452772874756,0.00184239638621016,0.0181790977291065
"SMG5",49.0522950644846,1.14307837653862,0.274401373318718,4.16571667522572,3.10375974530844e-05,0.000904272697427453
"PHF12",46.3344444485181,2.74942351674414,0.430416145641199,6.38782616448618,1.68260452798841e-10,6.91213940097638e-08
"MOSPD1",195.121144712361,1.45516360151082,0.284691464956229,5.11137066133877,3.1982975807444e-07,2.51700115257785e-05
"C2orf72",201.939358011637,1.51472470307679,0.334752755444258,4.5249058549692,6.04223965506369e-06,0.000249177557617709
"CS",90.1663276562224,1.5573274818515,0.282968509515833,5.50353636352019,3.72247706571024e-08,4.5875807357813e-06
"TMEM161B",34.891492410714,1.64989140929362,0.286557624365661,5.7576252348752,8.53054789792604e-09,1.52363003324696e-06
"DLG5",16.2945482651952,-1.1156254209757,0.316598834202349,-3.52378246681307,0.000425433367386413,0.00625661195664696
"NDUFB8",266.030103420014,1.87937372106607,0.417308234237598,4.50356251536611,6.68236984280044e-06,0.000271793814992319
"MARK3",94.7415762987182,1.14729241628562,0.257453257126007,4.45631346479369,8.3381086662287e-06,0.000326218575246357
"LOC426626",22.2420968999373,1.53909949540262,0.299083598475887,5.14605114839391,2.66026915701072e-07,2.3068446458138e-05
"FOXC2",20.6702727622608,1.37288175089961,0.39818515520424,3.44784764815108,0.000565072679011683,0.00773772855126664
"TLE4",27.8256810717287,1.03212084185746,0.345506074575544,2.98727263514953,0.00281478579673208,0.0247356621707257
"SYPL2",120.112275038128,-1.46327596035029,0.319182917980674,-4.58444320769977,4.55197785718445e-06,0.000195465418508506
"LYG2",167.152885674784,2.02423263452916,0.707119388227121,2.86264620689342,0.00420119380608743,0.0325632153875607
"GHDC",11.0499873984508,1.64656476676503,0.387125523181286,4.25330976173836,2.10633887286665e-05,0.000667314145738009
"GALNT1",3.29363535348471,2.36583172705107,0.672476400172547,3.51808885255161,0.000434666797465933,0.00634695925588881
"ABI2",228.281706579407,1.31513399044008,0.255936996672439,5.1385067713491,2.76930217026092e-07,2.35371585836521e-05
"ORMDL3",390.776704817798,1.11227987945726,0.188493033302859,5.90090710498629,3.61508420423709e-09,7.81619258473998e-07
"MSI2",65.2477395363023,1.53454220833081,0.37691634052779,4.071307192949,4.67500488330074e-05,0.00121721857879626
"NAA50",863.168371475541,1.20581596773793,0.205260017520192,5.87457792465263,4.23922036535286e-09,8.70735863043477e-07
"NUP43",33.7684773849288,-1.08207972063672,0.230246664297054,-4.69965427703511,2.60602287772087e-06,0.000126943185553486
"ATP13A3",20.2394209082344,2.25249662207816,0.471170910524602,4.78063601076355,1.74741490805432e-06,9.20305184908611e-05
"HHEX",43.0623328414023,2.08332346033828,0.530366544797853,3.92808234375403,8.56258956391078e-05,0.00189793801772727
"EFCAB14",2.98819557264334,2.68494172090313,0.731563644223098,3.67014099471068,0.000242416717875232,0.00411507387203079
"NUFIP2",73.5925895226166,1.37862539240841,0.252740907779041,5.45469826995192,4.905607170501e-08,5.65015913731349e-06
"SRGAP1",2.65966329368691,1.73914882039519,0.639878120582986,2.71793762663844,0.00656902202730261,0.0445305981652791
"NR4A3",2.70612002725805,3.38378251678488,0.889369837465141,3.80469673497052,0.000141978030753924,0.00281308239712437
"LOC121108140",12.6471338198945,-3.38751761430746,0.687187803632656,-4.92953686954301,8.24247796872981e-07,5.26514428242864e-05
"USP28",13.7490523573391,1.57611457828753,0.402467042133886,3.91613328120223,8.99805161689606e-05,0.00198375649600406
"CORIN",12.1980602081663,1.61234269444405,0.42628356251114,3.78232434050729,0.000155370732035645,0.00298775015677143
