sheet,metabolite,group_type,mean,median,std,cv,iqr,n_samples,mean_vsedian_diff
Liver,ncam,slow,244.2753628,238.6009368,193.0220064,0.790182048,324.4059044,24,5.674425964
Liver,ncam,fast,236.8271331,194.9295078,179.0450243,0.756015672,323.2833817,24,41.8976253
Liver,amp,slow,74.90304184,76.62283043,43.58976073,0.581949139,60.9581218,12,1.71978859
Liver,amp,fast,75.94776758,78.99991753,30.06952298,0.395923724,46.02151787,12,3.052149945
Liver,pyr,slow,50.844524,12.06241309,99.43059197,1.955581136,6.847198883,12,38.78211091
Liver,pyr,fast,15.58461909,9.787011584,12.95774666,0.831444554,11.36268274,12,5.797607507
Liver,trp__L,slow,76.5740748,73.12664411,52.26497161,0.68254134,62.52891248,12,3.447430686
Liver,trp__L,fast,96.03942431,80.42781421,77.34884407,0.805386378,84.29167162,12,15.6116101
Liver,his__L,slow,96.02937251,86.24951345,43.56172965,0.453629223,42.94363505,12,9.779859068
Liver,his__L,fast,83.13346406,65.64590874,55.99872332,0.673600264,32.68704656,12,17.48755533
